"","uid","domainID","siteID","namedLocation","collectDate","parentSampleID","waterSampleID","waterSampleCode","sdgFieldDataQF","publicationDate","release","date_time","time"
"1","9669399a-2fa3-445b-9244-0af6766f9bfc","D03","BARC","BARC.AOS.buoy.c0",2016-07-06 13:50:00,"BARC.C0.20160706","BARC.C0.20160706",NA,NA,"20221122T173009Z","RELEASE-2023",2016-07-06 09:50:00,2023-04-17 09:50:00
"2","0a53c7ef-4597-4a2d-8149-b6505e336efc","D03","BARC","BARC.AOS.littoral1",2016-07-06 14:30:00,"BARC.IN.20160706","BARC.IN.20160706",NA,NA,"20221122T173009Z","RELEASE-2023",2016-07-06 10:30:00,2023-04-17 10:30:00
"3","3689827a-4f44-4d63-b5c6-a437b80c651a","D03","BARC","BARC.AOS.littoral2",2016-07-06 15:10:00,"BARC.OT.20160706","BARC.OT.20160706",NA,NA,"20221122T173009Z","RELEASE-2023",2016-07-06 11:10:00,2023-04-17 11:10:00
"4","b05a2c9a-a87a-45ed-bbdb-ae0deffa42ff","D03","BARC","BARC.AOS.buoy.c0",2016-08-10 12:50:00,"BARC.C0.20160810","BARC.C0.20160810",NA,NA,"20221122T180741Z","RELEASE-2023",2016-08-10 08:50:00,2023-04-17 08:50:00
"5","5ff67a61-02db-40c0-a318-25ea6255a90c","D03","BARC","BARC.AOS.littoral1",2016-08-10 13:20:00,"BARC.IN.20160810","BARC.IN.20160810",NA,NA,"20221122T180741Z","RELEASE-2023",2016-08-10 09:20:00,2023-04-17 09:20:00
"6","62b73162-b332-4a49-b3cb-1c116b3ab57b","D03","BARC","BARC.AOS.littoral2",2016-08-10 13:48:00,"BARC.OT.20160810","BARC.OT.20160810",NA,NA,"20221122T180741Z","RELEASE-2023",2016-08-10 09:48:00,2023-04-17 09:48:00
"7","604c651c-771f-4b58-84b3-b4e257fc2096","D03","BARC","BARC.AOS.buoy.c0",2016-09-07 14:38:00,"BARC.C0.20160907","BARC.C0.20160907",NA,NA,"20221122T172747Z","RELEASE-2023",2016-09-07 10:38:00,2023-04-17 10:38:00
"8","205f2a9e-93dc-4ad4-995e-0b00723ca808","D03","BARC","BARC.AOS.littoral1",2016-09-07 15:04:00,"BARC.IN.20160907","BARC.IN.20160907",NA,NA,"20221122T172747Z","RELEASE-2023",2016-09-07 11:04:00,2023-04-17 11:04:00
"9","a82c2d84-e4c9-418f-813d-e6a146a0e0e7","D03","BARC","BARC.AOS.littoral2",2016-09-07 15:35:00,"BARC.OT.20160907","BARC.OT.20160907",NA,NA,"20221122T172747Z","RELEASE-2023",2016-09-07 11:35:00,2023-04-17 11:35:00
"10","4b0e7121-691c-4553-b203-b8e7be19302e","D03","BARC","BARC.AOS.buoy.c0",2016-10-12 14:25:00,"BARC.C0.20161012","BARC.C0.20161012",NA,NA,"20221122T173358Z","RELEASE-2023",2016-10-12 10:25:00,2023-04-17 10:25:00
"11","d5f79e29-383a-4c78-b92f-034bc8eecf3a","D03","BARC","BARC.AOS.littoral1",2016-10-12 14:56:00,"BARC.IN.20161012","BARC.IN.20161012",NA,NA,"20221122T173358Z","RELEASE-2023",2016-10-12 10:56:00,2023-04-17 10:56:00
"12","b076ff73-ecb8-4708-b003-f2e1bfd6b814","D03","BARC","BARC.AOS.littoral2",2016-10-12 15:30:00,"BARC.OT.20161012","BARC.OT.20161012",NA,NA,"20221122T173358Z","RELEASE-2023",2016-10-12 11:30:00,2023-04-17 11:30:00
"13","0ba27de9-5ae9-427a-b0d3-5a8245cb1e2d","D03","BARC","BARC.AOS.buoy.c0",2016-11-02 15:05:00,"BARC.C0.20161102","BARC.C0.20161102",NA,NA,"20221122T184459Z","RELEASE-2023",2016-11-02 11:05:00,2023-04-17 11:05:00
"14","d1897391-7381-47fe-8208-6412cc025c4c","D03","BARC","BARC.AOS.littoral1",2016-11-02 15:30:00,"BARC.IN.20161102","BARC.IN.20161102",NA,NA,"20221122T184459Z","RELEASE-2023",2016-11-02 11:30:00,2023-04-17 11:30:00
"15","6c9188ab-2835-4e4d-b488-83ddd64560ab","D03","BARC","BARC.AOS.littoral2",2016-11-02 15:58:00,"BARC.OT.20161102","BARC.OT.20161102",NA,NA,"20221122T184459Z","RELEASE-2023",2016-11-02 11:58:00,2023-04-17 11:58:00
"16","b952c365-aeca-4ad8-b69f-2165a6364a90","D03","BARC","BARC.AOS.littoral1",2016-12-13 15:29:00,"BARC.IN.20161213","BARC.IN.20161213",NA,NA,"20221122T190134Z","RELEASE-2023",2016-12-13 10:29:00,2023-04-17 10:29:00
"17","309a7a5a-f323-4d66-8498-c40818e155bc","D03","BARC","BARC.AOS.littoral2",2016-12-13 16:01:00,"BARC.OT.20161213","BARC.OT.20161213",NA,NA,"20221122T190134Z","RELEASE-2023",2016-12-13 11:01:00,2023-04-17 11:01:00
"18","79fd32ad-0749-4970-81cb-3e9d3fb1a31d","D03","BARC","BARC.AOS.buoy.c0",2016-12-13 16:41:00,"BARC.C0.20161213","BARC.C0.20161213",NA,NA,"20221122T190134Z","RELEASE-2023",2016-12-13 11:41:00,2023-04-17 11:41:00
"19","1963cdfa-2c7e-4678-b75c-478d9aca599b","D03","BARC","BARC.AOS.buoy.c0",2017-02-01 15:12:00,"BARC.C0.20170201","BARC.C0.20170201",NA,NA,"20221122T190757Z","RELEASE-2023",2017-02-01 10:12:00,2023-04-17 10:12:00
"20","bb879e4f-c6b1-4f71-9ea9-222b914799f5","D03","BARC","BARC.AOS.littoral1",2017-02-01 15:47:00,"BARC.IN.20170201","BARC.IN.20170201",NA,NA,"20221122T190757Z","RELEASE-2023",2017-02-01 10:47:00,2023-04-17 10:47:00
"21","2ab92eca-2928-4bfe-90af-52665b0dfe24","D03","BARC","BARC.AOS.littoral2",2017-02-01 16:20:00,"BARC.OT.20170201","BARC.OT.20170201",NA,NA,"20221122T190757Z","RELEASE-2023",2017-02-01 11:20:00,2023-04-17 11:20:00
"22","62e1db05-64fd-4dc0-9685-31ba1a4018c7","D03","BARC","BARC.AOS.buoy.c0",2017-03-09 15:18:00,"BARC.C0.20170309","BARC.C0.20170309",NA,NA,"20221122T174555Z","RELEASE-2023",2017-03-09 10:18:00,2023-04-17 10:18:00
"23","e9d8e00d-51db-4b4f-bd42-fbd9e9569cf8","D03","BARC","BARC.AOS.littoral1",2017-03-09 15:40:00,"BARC.IN.20170309","BARC.IN.20170309",NA,NA,"20221122T174555Z","RELEASE-2023",2017-03-09 10:40:00,2023-04-17 10:40:00
"24","329126aa-d1f1-494d-9717-ca1a1bab02cd","D03","BARC","BARC.AOS.littoral2",2017-03-09 16:04:00,"BARC.OT.20170309","BARC.OT.20170309",NA,NA,"20221122T174555Z","RELEASE-2023",2017-03-09 11:04:00,2023-04-17 11:04:00
"25","bbb924d2-57c5-41f9-b5f8-c3f13796ede9","D03","BARC","BARC.AOS.buoy.c0",2017-04-05 13:53:00,"BARC.C0.20170405","BARC.C0.20170405",NA,NA,"20221122T171500Z","RELEASE-2023",2017-04-05 09:53:00,2023-04-17 09:53:00
"26","47f702de-feda-4dab-8b34-977dadc54d72","D03","BARC","BARC.AOS.littoral1",2017-04-05 14:29:00,"BARC.IN.20170405","BARC.IN.20170405",NA,NA,"20221122T171500Z","RELEASE-2023",2017-04-05 10:29:00,2023-04-17 10:29:00
"27","53da23ab-ff72-4e6c-9916-8c49c1beb835","D03","BARC","BARC.AOS.littoral2",2017-04-05 14:55:00,"BARC.OT.20170405","BARC.OT.20170405",NA,NA,"20221122T171500Z","RELEASE-2023",2017-04-05 10:55:00,2023-04-17 10:55:00
"28","a86fb643-031f-4536-bd52-e1dab1214aed","D03","BARC","BARC.AOS.buoy.c0",2017-05-02 13:45:00,"BARC.C0.20170502","BARC.C0.20170502",NA,NA,"20221122T181708Z","RELEASE-2023",2017-05-02 09:45:00,2023-04-17 09:45:00
"29","38590951-cf10-4a93-8786-f2c91bf2fc2b","D03","BARC","BARC.AOS.littoral1",2017-05-02 14:02:00,"BARC.IN.20170502","BARC.IN.20170502",NA,NA,"20221122T181708Z","RELEASE-2023",2017-05-02 10:02:00,2023-04-17 10:02:00
"30","7b7e4162-44a8-4a1c-be1f-e70c5979ed74","D03","BARC","BARC.AOS.littoral2",2017-05-02 14:55:00,"BARC.OT.20170502","BARC.OT.20170502",NA,NA,"20221122T181708Z","RELEASE-2023",2017-05-02 10:55:00,2023-04-17 10:55:00
"31","b53a872c-b374-428f-81b6-d281ba75b391","D03","BARC","BARC.AOS.buoy.c0",2017-06-08 14:04:00,"BARC.C0.20170608","BARC.C0.20170608",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-08 10:04:00,2023-04-17 10:04:00
"32","7db0d772-ea5b-40b4-bdc9-51ee82b60872","D03","BARC","BARC.AOS.littoral1",2017-06-08 14:30:00,"BARC.IN.20170608","BARC.IN.20170608",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-08 10:30:00,2023-04-17 10:30:00
"33","b2fba545-e11e-494e-b00c-ffc40ed97070","D03","BARC","BARC.AOS.littoral2",2017-06-08 15:00:00,"BARC.OT.20170608","BARC.OT.20170608",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-08 11:00:00,2023-04-17 11:00:00
"34","44111095-e629-47b6-a3f9-47ad87440316","D03","BARC","BARC.AOS.buoy.c0",2017-06-27 12:51:00,"BARC.C0.20170627","BARC.C0.20170627",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-27 08:51:00,2023-04-17 08:51:00
"35","0a17cbdb-cd61-49c7-bb3c-a4f7a4e833fc","D03","BARC","BARC.AOS.littoral1",2017-06-27 13:17:00,"BARC.IN.20170627","BARC.IN.20170627",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-27 09:17:00,2023-04-17 09:17:00
"36","506bbc0d-7ef8-4bb3-8425-325e81d3893e","D03","BARC","BARC.AOS.littoral2",2017-06-27 13:45:00,"BARC.OT.20170627","BARC.OT.20170627",NA,NA,"20221122T173123Z","RELEASE-2023",2017-06-27 09:45:00,2023-04-17 09:45:00
"37","410e3027-27af-408f-87d1-18aaa07da379","D03","BARC","BARC.AOS.buoy.c0",2017-08-02 13:04:00,"BARC.C0.20170802","BARC.C0.20170802",NA,NA,"20221122T183132Z","RELEASE-2023",2017-08-02 09:04:00,2023-04-17 09:04:00
"38","ef4378e9-3e0a-4249-8d5a-23d70ce13ec9","D03","BARC","BARC.AOS.littoral1",2017-08-02 13:27:00,"BARC.IN.20170802","BARC.IN.20170802",NA,NA,"20221122T183132Z","RELEASE-2023",2017-08-02 09:27:00,2023-04-17 09:27:00
"39","50bcbc37-c0ed-450d-bec0-75af549fd57b","D03","BARC","BARC.AOS.littoral2",2017-08-02 13:50:00,"BARC.OT.20170802","BARC.OT.20170802",NA,NA,"20221122T183132Z","RELEASE-2023",2017-08-02 09:50:00,2023-04-17 09:50:00
"40","1cff87cb-d1c2-457f-8e06-a320654de21f","D03","BARC","BARC.AOS.buoy.c0",2017-09-05 13:30:00,"BARC.C0.20170905","BARC.C0.20170905",NA,NA,"20221122T171515Z","RELEASE-2023",2017-09-05 09:30:00,2023-04-17 09:30:00
"41","a995eba3-6d4c-4249-b28b-248339498c94","D03","BARC","BARC.AOS.littoral1",2017-09-05 13:45:00,"BARC.IN.20170905","BARC.IN.20170905",NA,NA,"20221122T171515Z","RELEASE-2023",2017-09-05 09:45:00,2023-04-17 09:45:00
"42","97ae750e-8620-49c3-96b2-8e4c3a28d7be","D03","BARC","BARC.AOS.littoral2",2017-09-05 14:08:00,"BARC.OT.20170905","BARC.OT.20170905",NA,NA,"20221122T171515Z","RELEASE-2023",2017-09-05 10:08:00,2023-04-17 10:08:00
"43","e8f16ae6-e729-4cef-a562-5d6dde5cafcf","D03","BARC","BARC.AOS.buoy.c0",2017-10-10 14:03:00,"BARC.C0.20171010","BARC.C0.20171010",NA,NA,"20221122T190343Z","RELEASE-2023",2017-10-10 10:03:00,2023-04-17 10:03:00
"44","c47e1db6-23cf-41fa-9310-fad578803ef1","D03","BARC","BARC.AOS.littoral1",2017-10-10 14:26:00,"BARC.IN.20171010","BARC.IN.20171010",NA,NA,"20221122T190343Z","RELEASE-2023",2017-10-10 10:26:00,2023-04-17 10:26:00
"45","2ac01e6b-7ad3-4c12-87b1-b15846a648cc","D03","BARC","BARC.AOS.littoral2",2017-10-10 14:54:00,"BARC.OT.20171010","BARC.OT.20171010",NA,NA,"20221122T190343Z","RELEASE-2023",2017-10-10 10:54:00,2023-04-17 10:54:00
"46","42ecf24d-9edb-41fa-b2a3-d088f983ab80","D03","BARC","BARC.AOS.buoy.c0",2017-11-07 16:05:00,"BARC.C0.20171107","BARC.C0.20171107",NA,NA,"20221122T174842Z","RELEASE-2023",2017-11-07 11:05:00,2023-04-17 11:05:00
"47","9c45fa06-4d8d-4fc5-a516-27a897c1825b","D03","BARC","BARC.AOS.littoral1",2017-11-07 16:39:00,"BARC.IN.20171107","BARC.IN.20171107",NA,NA,"20221122T174842Z","RELEASE-2023",2017-11-07 11:39:00,2023-04-17 11:39:00
"48","3512355b-9b5c-464c-9229-7a5875820a5e","D03","BARC","BARC.AOS.littoral2",2017-11-07 16:57:00,"BARC.OT.20171107","BARC.OT.20171107",NA,NA,"20221122T174842Z","RELEASE-2023",2017-11-07 11:57:00,2023-04-17 11:57:00
"49","6c546ef6-9d65-4159-a33f-a8d418762017","D03","BARC","BARC.AOS.buoy.c0",2017-12-05 15:57:00,"BARC.C0.20171205","BARC.C0.20171205",NA,NA,"20221122T174944Z","RELEASE-2023",2017-12-05 10:57:00,2023-04-17 10:57:00
"50","7e842264-a039-42b4-8486-7ceed0c1fcf9","D03","BARC","BARC.AOS.littoral1",2017-12-05 16:14:00,"BARC.IN.20171205","BARC.IN.20171205",NA,NA,"20221122T174944Z","RELEASE-2023",2017-12-05 11:14:00,2023-04-17 11:14:00
"51","1b0e0e78-54de-48a9-ab84-f0a4785d7d51","D03","BARC","BARC.AOS.littoral2",2017-12-05 16:38:00,"BARC.OT.20171205","BARC.OT.20171205",NA,NA,"20221122T174944Z","RELEASE-2023",2017-12-05 11:38:00,2023-04-17 11:38:00
"52","0e8bfcbe-f594-40c4-8488-3db080f54fbd","D03","BARC","BARC.AOS.buoy.c0",2018-01-04 15:55:00,"BARC.C0.20180104","BARC.C0.20180104",NA,NA,"20221219T153916Z","RELEASE-2023",2018-01-04 10:55:00,2023-04-17 10:55:00
"53","2c5ab807-a1f4-4925-95d7-f420b3ed3e74","D03","BARC","BARC.AOS.buoy.c0",2018-02-06 15:45:00,"BARC.C0.20180206","BARC.C0.20180206",NA,NA,"20221219T153338Z","RELEASE-2023",2018-02-06 10:45:00,2023-04-17 10:45:00
"54","1eadfb48-9a5a-40e3-9cd4-8fecdafd2d2d","D03","BARC","BARC.AOS.buoy.c0",2018-03-05 15:46:00,"BARC.C0.20180305","BARC.C0.20180305",NA,NA,"20221219T154346Z","RELEASE-2023",2018-03-05 10:46:00,2023-04-17 10:46:00
"55","bb9a5016-3e9b-47b5-bf25-2377f6d54834","D03","BARC","BARC.AOS.buoy.c0",2018-04-02 15:13:00,"BARC.C0.20180402","BARC.C0.20180402",NA,NA,"20221219T154154Z","RELEASE-2023",2018-04-02 11:13:00,2023-04-17 11:13:00
"56","61b1aab9-0769-4319-9067-e7afd6ebdf66","D03","BARC","BARC.AOS.buoy.c0",2018-04-30 16:07:00,"BARC.C0.20180430","BARC.C0.20180430",NA,NA,"20221219T154154Z","RELEASE-2023",2018-04-30 12:07:00,2023-04-17 12:07:00
"57","b110d737-bcd3-459f-9869-478be718ac8b","D03","BARC","BARC.AOS.buoy.c0",2018-07-10 03:27:00,"BARC.C0.20180709","BARC.C0.20180709",NA,NA,"20221219T154103Z","RELEASE-2023",2018-07-09 23:27:00,2023-04-17 23:27:00
"58","1e06e31e-a21c-42a7-9139-cba8ff491787","D03","BARC","BARC.AOS.buoy.c0",2018-07-31 14:30:00,"BARC.C0.20180731","BARC.C0.20180731",NA,NA,"20221219T154103Z","RELEASE-2023",2018-07-31 10:30:00,2023-04-17 10:30:00
"59","3141eacf-b0dd-42d3-a1c4-2bcfcc52de5f","D03","BARC","BARC.AOS.buoy.c0",2018-09-05 14:27:00,"BARC.C0.20180905","BARC.C0.20180905",NA,NA,"20221219T154244Z","RELEASE-2023",2018-09-05 10:27:00,2023-04-17 10:27:00
"60","6f562912-2e77-4fab-9254-88bb90e34ced","D03","BARC","BARC.AOS.buoy.c0",2018-10-01 15:29:00,"BARC.C0.20181001","BARC.C0.20181001",NA,NA,"20221219T153926Z","RELEASE-2023",2018-10-01 11:29:00,2023-04-17 11:29:00
"61","357a8c8e-6fef-4ec0-8bf0-88c1ad4acbd7","D03","BARC","BARC.AOS.buoy.c0",2018-11-05 16:12:00,"BARC.C0.20181105","BARC.C0.20181105",NA,NA,"20221219T154359Z","RELEASE-2023",2018-11-05 11:12:00,2023-04-17 11:12:00
"62","6ce6f6ae-aaca-4264-939f-e2dee49f59f4","D03","BARC","BARC.AOS.buoy.c0",2018-12-03 17:33:00,"BARC.C0.20181203","BARC.C0.20181203",NA,NA,"20221219T154744Z","RELEASE-2023",2018-12-03 12:33:00,2023-04-17 12:33:00
"63","f7cf8650-88d3-4fea-a97c-873f5bd3d056","D03","BARC","BARC.AOS.buoy.c0",2019-01-07 19:20:00,"BARC.C0.20190107","BARC.C0.20190107",NA,NA,"20221219T153815Z","RELEASE-2023",2019-01-07 14:20:00,2023-04-17 14:20:00
"64","05754eda-5d9f-439a-8503-524efb4c143e","D03","BARC","BARC.AOS.buoy.c0",2019-02-05 16:57:00,"BARC.C0.20190205","BARC.C0.20190205",NA,NA,"20221219T154900Z","RELEASE-2023",2019-02-05 11:57:00,2023-04-17 11:57:00
"65","6bdb6e01-a3f8-4e89-ab8c-e5d25fd0cf0a","D03","BARC","BARC.AOS.buoy.c0",2019-03-05 16:11:00,"BARC.C0.20190305","BARC.C0.20190305",NA,NA,"20221219T154540Z","RELEASE-2023",2019-03-05 11:11:00,2023-04-17 11:11:00
"66","86b5206d-c639-4c1b-90ff-1237cfb5faa1","D03","BARC","BARC.AOS.buoy.c0",2019-04-11 14:42:00,"BARC.C0.20190411","BARC.C0.20190411",NA,NA,"20221219T154622Z","RELEASE-2023",2019-04-11 10:42:00,2023-04-17 10:42:00
"67","36b97d3f-6e14-4669-acf4-36dd51d34039","D03","BARC","BARC.AOS.buoy.c0",2019-05-08 14:32:00,"BARC.C0.20190508","BARC.C0.20190508",NA,NA,"20221219T154448Z","RELEASE-2023",2019-05-08 10:32:00,2023-04-17 10:32:00
"68","e36c98ae-0c07-425a-8425-c4ab37b485ac","D03","BARC","BARC.AOS.buoy.c0",2019-05-08 14:32:00,"BARC.C0.20190508","BARC.C0.20190508.2",NA,NA,"20221219T154448Z","RELEASE-2023",2019-05-08 10:32:00,2023-04-17 10:32:00
"69","d079c02f-6cca-4e9a-a53e-b4c8060c38b0","D03","BARC","BARC.AOS.buoy.c0",2019-06-11 14:56:00,"BARC.C0.20190611","BARC.C0.20190611",NA,NA,"20221219T154511Z","RELEASE-2023",2019-06-11 10:56:00,2023-04-17 10:56:00
"70","a70069d7-f15e-4061-b844-75cc2ef50cf3","D03","BARC","BARC.AOS.buoy.c0",2019-07-08 14:02:00,"BARC.C0.20190708","BARC.C0.20190708",NA,NA,"20221219T154542Z","RELEASE-2023",2019-07-08 10:02:00,2023-04-17 10:02:00
"71","1d726b2e-09bb-43e0-acdc-f148df424552","D03","BARC","BARC.AOS.buoy.c0",2019-08-13 16:46:00,"BARC.C0.20190813","BARC.C0.20190813",NA,NA,"20221219T154944Z","RELEASE-2023",2019-08-13 12:46:00,2023-04-17 12:46:00
"72","e3408032-2641-466c-be7d-e224ea098dc9","D03","BARC","BARC.AOS.buoy.c0",2019-09-10 13:02:00,"BARC.C0.20190910","BARC.C0.20190910",NA,NA,"20221219T153620Z","RELEASE-2023",2019-09-10 09:02:00,2023-04-17 09:02:00
"73","0a5f15e1-22ea-41f1-964e-b1e57aa2899e","D03","BARC","BARC.AOS.buoy.c0",2019-10-01 14:30:00,"BARC.C0.20191001","BARC.C0.20191001",NA,NA,"20221219T153324Z","RELEASE-2023",2019-10-01 10:30:00,2023-04-17 10:30:00
"74","7a300f7f-b4f1-48a1-9669-e1761b7d6e5f","D03","BARC","BARC.AOS.buoy.c0",2019-11-04 15:00:00,"BARC.C0.20191104","BARC.C0.20191104",NA,NA,"20221219T154717Z","RELEASE-2023",2019-11-04 10:00:00,2023-04-17 10:00:00
"75","af99ff86-3294-491b-b652-d944f02d8630","D03","BARC","BARC.AOS.buoy.c0",2019-12-09 13:30:00,"BARC.C0.20191209","BARC.C0.20191209",NA,NA,"20221219T154801Z","RELEASE-2023",2019-12-09 08:30:00,2023-04-17 08:30:00
"76","97d94fc0-abef-4ba7-b123-4adcb0cc8f0b","D03","BARC","BARC.AOS.buoy.c0",2020-01-07 14:14:00,"BARC.C0.20200107","BARC.C0.20200107",NA,NA,"20221219T154415Z","RELEASE-2023",2020-01-07 09:14:00,2023-04-17 09:14:00
"77","d9ba1a3d-52e4-44ce-aa66-a6c60a0a7e4a","D03","BARC","BARC.AOS.buoy.c0",2020-02-04 14:49:00,"BARC.C0.20200204","BARC.C0.20200204",NA,NA,"20221219T153357Z","RELEASE-2023",2020-02-04 09:49:00,2023-04-17 09:49:00
"78","ec2b8dee-24ad-4693-977d-58072ad2519c","D03","BARC","BARC.AOS.buoy.c0",2020-03-03 15:07:00,"BARC.C0.20200303","BARC.C0.20200303",NA,NA,"20221219T154415Z","RELEASE-2023",2020-03-03 10:07:00,2023-04-17 10:07:00
"79","abcc0031-1acc-40f8-a0b4-b0494f928ee3","D03","BARC","BARC.AOS.buoy.c0",2020-03-03 15:12:00,"BARC.C0.20200303","BARC.C0.20200303.2",NA,NA,"20221219T154415Z","RELEASE-2023",2020-03-03 10:12:00,2023-04-17 10:12:00
"80","34300a4f-8ea4-41ab-b012-5138bead0c22","D03","BARC","BARC.AOS.buoy.c0",2020-03-03 15:14:00,"BARC.C0.20200303","BARC.C0.20200303.3",NA,NA,"20221219T154415Z","RELEASE-2023",2020-03-03 10:14:00,2023-04-17 10:14:00
"81","af39683f-6ed5-46dc-8444-9468d5d8daad","D03","BARC","BARC.AOS.buoy.c0",2020-06-16 13:28:00,"BARC.C0.20200616","BARC.C0.20200616",NA,NA,"20221219T154148Z","RELEASE-2023",2020-06-16 09:28:00,2023-04-17 09:28:00
"82","298fd02f-6c75-4ae2-a196-6afb42e5cce6","D03","BARC","BARC.AOS.buoy.c0",2020-06-16 13:31:00,"BARC.C0.20200616","BARC.C0.20200616.2",NA,NA,"20221219T154148Z","RELEASE-2023",2020-06-16 09:31:00,2023-04-17 09:31:00
"83","a799c2bc-2925-4538-be45-24eb30f53746","D03","BARC","BARC.AOS.buoy.c0",2020-06-16 13:36:00,"BARC.C0.20200616","BARC.C0.20200616.3",NA,NA,"20221219T154148Z","RELEASE-2023",2020-06-16 09:36:00,2023-04-17 09:36:00
"84","684325e6-b122-4607-b28b-0d086e6b7615","D03","BARC","BARC.AOS.buoy.c0",2020-07-07 13:47:00,"BARC.C0.20200707","BARC.C0.20200707",NA,NA,"20221219T154236Z","RELEASE-2023",2020-07-07 09:47:00,2023-04-17 09:47:00
"85","07e4c693-c7f9-4efe-9d71-fb55ffffea95","D03","BARC","BARC.AOS.buoy.c0",2020-10-13 12:34:00,"BARC.C0.20201013","BARC.C0.20201013",NA,NA,"20221219T154804Z","RELEASE-2023",2020-10-13 08:34:00,2023-04-17 08:34:00
"86","edf18991-48b1-4d2f-88d7-e1723542e291","D03","BARC","BARC.AOS.buoy.c0",2020-11-03 14:55:00,"BARC.C0.20201103","BARC.C0.20201103",NA,NA,"20221219T154031Z","RELEASE-2023",2020-11-03 09:55:00,2023-04-17 09:55:00
"87","fa1e943d-4f74-4ba8-abda-3354a58a1c1f","D03","BARC","BARC.AOS.buoy.c0",2020-12-01 13:35:00,"BARC.C0.20201201","BARC.C0.20201201",NA,NA,"20221219T154542Z","RELEASE-2023",2020-12-01 08:35:00,2023-04-17 08:35:00
"88","44fed40a-0e5d-4b6d-a94c-add87fb4b1d4","D03","BARC","BARC.AOS.buoy.c0",2021-01-05 15:07:00,"BARC.C0.20210105","BARC.C0.20210105",NA,NA,"20221219T154439Z","RELEASE-2023",2021-01-05 10:07:00,2023-04-17 10:07:00
"89","9dece31a-d20a-4766-a687-8cd539e06e4b","D03","BARC","BARC.AOS.buoy.c0",2021-01-26 13:58:00,"BARC.C0.20210126","BARC.C0.20210126.2",NA,NA,"20221219T154439Z","RELEASE-2023",2021-01-26 08:58:00,2023-04-17 08:58:00
"90","6c467002-5ca3-457b-94f1-e8e65c6b0ebf","D03","BARC","BARC.AOS.buoy.c0",2021-01-26 13:58:00,"BARC.C0.20210126","BARC.C0.20210126",NA,NA,"20221219T154439Z","RELEASE-2023",2021-01-26 08:58:00,2023-04-17 08:58:00
"91","c95266cc-2132-4198-a68a-658fe42ce9bc","D03","BARC","BARC.AOS.buoy.c0",2021-01-26 13:58:00,"BARC.C0.20210126","BARC.C0.20210126.3",NA,NA,"20221219T154439Z","RELEASE-2023",2021-01-26 08:58:00,2023-04-17 08:58:00
"92","c7a87c80-5d6d-4550-a14f-b0312ba278ca","D03","BARC","BARC.AOS.buoy.c0",2021-03-09 14:07:00,"BARC.C0.20210309","BARC.C0.20210309",NA,NA,"20221219T154233Z","RELEASE-2023",2021-03-09 09:07:00,2023-04-17 09:07:00
"93","ffe65193-69c2-46ce-85c1-f900044699b0","D03","BARC","BARC.AOS.buoy.c0",2021-04-07 14:55:00,"BARC.C0.20210407","BARC.C0.20210407",NA,NA,"20221219T153849Z","RELEASE-2023",2021-04-07 10:55:00,2023-04-17 10:55:00
"94","480b063c-560a-441c-ad8b-8cb28a7e2e7c","D03","BARC","BARC.AOS.buoy.c0",2021-05-04 12:45:00,"BARC.C0.20210504","BARC.C0.20210504",NA,NA,"20221219T153910Z","RELEASE-2023",2021-05-04 08:45:00,2023-04-17 08:45:00
"95","26f45dd1-bae3-4c55-b7d7-92a2591f649a","D03","BARC","BARC.AOS.buoy.c0",2021-05-04 12:45:00,"BARC.C0.20210504","BARC.C0.20210504.2",NA,NA,"20221219T153910Z","RELEASE-2023",2021-05-04 08:45:00,2023-04-17 08:45:00
"96","6f0940d5-22eb-4dc0-9461-5aba5e47753d","D03","BARC","BARC.AOS.buoy.c0",2021-05-04 12:45:00,"BARC.C0.20210504","BARC.C0.20210504.3",NA,NA,"20221219T153910Z","RELEASE-2023",2021-05-04 08:45:00,2023-04-17 08:45:00
"97","1bfb574e-f3f3-421e-80ec-567f3815f69d","D03","BARC","BARC.AOS.buoy.c0",2021-06-07 15:01:00,"BARC.C0.20210607","BARC.C0.20210607",NA,NA,"20221219T154231Z","RELEASE-2023",2021-06-07 11:01:00,2023-04-17 11:01:00
"98","29ca1f99-a102-4176-bdec-bdcd93654a10","D03","BARC","BARC.AOS.buoy.c0",2021-06-07 15:01:00,"BARC.C0.20210607","BARC.C0.20210607.3",NA,NA,"20221219T154231Z","RELEASE-2023",2021-06-07 11:01:00,2023-04-17 11:01:00
"99","1d7e19d4-000f-43a6-b4e4-0a4de9aa796b","D03","BARC","BARC.AOS.buoy.c0",2021-06-07 15:01:00,"BARC.C0.20210607","BARC.C0.20210607.2",NA,NA,"20221219T154231Z","RELEASE-2023",2021-06-07 11:01:00,2023-04-17 11:01:00
"100","78a8d560-704d-443d-8ddd-d0371e357070","D03","BARC","BARC.AOS.buoy.c0",2021-07-12 14:22:00,"BARC.C0.20210712","BARC.C0.20210712",NA,NA,"20221219T153534Z","RELEASE-2023",2021-07-12 10:22:00,2023-04-17 10:22:00
