"site","date","depth","temp"
"Sister3",2022-07-20 16:05:00,2,27.144
"Sister3",2022-07-20 16:15:00,2,27.161
"Sister3",2022-07-20 16:25:00,2,27.153
"Sister3",2022-07-20 16:35:00,2,27.161
"Sister3",2022-07-20 16:45:00,2,27.153
"Sister3",2022-07-20 16:55:00,2,27.144
"Sister3",2022-07-20 17:05:00,2,27.161
"Sister3",2022-07-20 17:15:00,2,27.136
"Sister3",2022-07-20 17:25:00,2,27.161
"Sister3",2022-07-20 17:35:00,2,27.144
"Sister3",2022-07-20 17:45:00,2,27.136
"Sister3",2022-07-20 17:55:00,2,27.127
"Sister3",2022-07-20 18:05:00,2,27.127
"Sister3",2022-07-20 18:15:00,2,27.127
"Sister3",2022-07-20 18:25:00,2,27.119
"Sister3",2022-07-20 18:35:00,2,27.102
"Sister3",2022-07-20 18:45:00,2,27.119
"Sister3",2022-07-20 18:55:00,2,27.11
"Sister3",2022-07-20 19:05:00,2,27.102
"Sister3",2022-07-20 19:15:00,2,27.093
"Sister3",2022-07-20 19:25:00,2,27.11
"Sister3",2022-07-20 19:35:00,2,27.093
"Sister3",2022-07-20 19:45:00,2,27.085
"Sister3",2022-07-20 19:55:00,2,27.085
"Sister3",2022-07-20 20:05:00,2,27.093
"Sister3",2022-07-20 20:15:00,2,27.076
"Sister3",2022-07-20 20:25:00,2,27.076
"Sister3",2022-07-20 20:35:00,2,27.059
"Sister3",2022-07-20 20:45:00,2,27.051
"Sister3",2022-07-20 20:55:00,2,27.059
"Sister3",2022-07-20 21:05:00,2,27.043
"Sister3",2022-07-20 21:15:00,2,27.034
"Sister3",2022-07-20 21:25:00,2,27.043
"Sister3",2022-07-20 21:35:00,2,27.017
"Sister3",2022-07-20 21:45:00,2,27.009
"Sister3",2022-07-20 21:55:00,2,27.009
"Sister3",2022-07-20 22:05:00,2,27.009
"Sister3",2022-07-20 22:15:00,2,27
"Sister3",2022-07-20 22:25:00,2,26.992
"Sister3",2022-07-20 22:35:00,2,26.992
"Sister3",2022-07-20 22:45:00,2,26.983
"Sister3",2022-07-20 22:55:00,2,26.975
"Sister3",2022-07-20 23:05:00,2,26.958
"Sister3",2022-07-20 23:15:00,2,26.975
"Sister3",2022-07-20 23:25:00,2,26.966
"Sister3",2022-07-20 23:35:00,2,26.966
"Sister3",2022-07-20 23:45:00,2,26.949
"Sister3",2022-07-20 23:55:00,2,26.949
"Sister3",2022-07-21 00:05:00,2,26.949
"Sister3",2022-07-21 00:15:00,2,26.932
"Sister3",2022-07-21 00:25:00,2,26.932
"Sister3",2022-07-21 00:35:00,2,26.915
"Sister3",2022-07-21 00:45:00,2,26.924
"Sister3",2022-07-21 00:55:00,2,26.915
"Sister3",2022-07-21 01:05:00,2,26.898
"Sister3",2022-07-21 01:15:00,2,26.907
"Sister3",2022-07-21 01:25:00,2,26.915
"Sister3",2022-07-21 01:35:00,2,26.898
"Sister3",2022-07-21 01:45:00,2,26.89
"Sister3",2022-07-21 01:55:00,2,26.881
"Sister3",2022-07-21 02:05:00,2,26.89
"Sister3",2022-07-21 02:15:00,2,26.907
"Sister3",2022-07-21 02:25:00,2,26.881
"Sister3",2022-07-21 02:35:00,2,26.881
"Sister3",2022-07-21 02:45:00,2,26.881
"Sister3",2022-07-21 02:55:00,2,26.873
"Sister3",2022-07-21 03:05:00,2,26.881
"Sister3",2022-07-21 03:15:00,2,26.856
"Sister3",2022-07-21 03:25:00,2,26.864
"Sister3",2022-07-21 03:35:00,2,26.839
"Sister3",2022-07-21 03:45:00,2,26.83
"Sister3",2022-07-21 03:55:00,2,26.822
"Sister3",2022-07-21 04:05:00,2,26.83
"Sister3",2022-07-21 04:15:00,2,26.839
"Sister3",2022-07-21 04:25:00,2,26.83
"Sister3",2022-07-21 04:35:00,2,26.813
"Sister3",2022-07-21 04:45:00,2,26.813
"Sister3",2022-07-21 04:55:00,2,26.805
"Sister3",2022-07-21 05:05:00,2,26.805
"Sister3",2022-07-21 05:15:00,2,26.813
"Sister3",2022-07-21 05:25:00,2,26.805
"Sister3",2022-07-21 05:35:00,2,26.78
"Sister3",2022-07-21 05:45:00,2,26.78
"Sister3",2022-07-21 05:55:00,2,26.788
"Sister3",2022-07-21 06:05:00,2,26.788
"Sister3",2022-07-21 06:15:00,2,26.797
"Sister3",2022-07-21 06:25:00,2,26.771
"Sister3",2022-07-21 06:35:00,2,26.763
"Sister3",2022-07-21 06:45:00,2,26.771
"Sister3",2022-07-21 06:55:00,2,26.754
"Sister3",2022-07-21 07:05:00,2,26.763
"Sister3",2022-07-21 07:15:00,2,26.746
"Sister3",2022-07-21 07:25:00,2,26.746
"Sister3",2022-07-21 07:35:00,2,26.746
"Sister3",2022-07-21 07:45:00,2,26.737
"Sister3",2022-07-21 07:55:00,2,26.737
"Sister3",2022-07-21 08:05:00,2,26.729
"Sister3",2022-07-21 08:15:00,2,26.746
"Sister3",2022-07-21 08:25:00,2,26.737
"Sister3",2022-07-21 08:35:00,2,26.72
"Sister3",2022-07-21 08:45:00,2,26.737
"Sister3",2022-07-21 08:55:00,2,26.712
"Sister3",2022-07-21 09:05:00,2,26.729
"Sister3",2022-07-21 09:15:00,2,26.72
"Sister3",2022-07-21 09:25:00,2,26.712
"Sister3",2022-07-21 09:35:00,2,26.746
"Sister3",2022-07-21 09:45:00,2,26.712
"Sister3",2022-07-21 09:55:00,2,26.72
"Sister3",2022-07-21 10:05:00,2,26.737
"Sister3",2022-07-21 10:15:00,2,26.729
"Sister3",2022-07-21 10:25:00,2,26.729
"Sister3",2022-07-21 10:35:00,2,26.712
"Sister3",2022-07-21 10:45:00,2,26.72
"Sister3",2022-07-21 10:55:00,2,26.686
"Sister3",2022-07-21 11:05:00,2,26.695
"Sister3",2022-07-21 11:15:00,2,26.695
"Sister3",2022-07-21 11:25:00,2,26.703
"Sister3",2022-07-21 11:35:00,2,26.72
"Sister3",2022-07-21 11:45:00,2,26.703
"Sister3",2022-07-21 11:55:00,2,26.729
"Sister3",2022-07-21 12:05:00,2,26.72
"Sister3",2022-07-21 12:15:00,2,26.737
"Sister3",2022-07-21 12:25:00,2,26.729
"Sister3",2022-07-21 12:35:00,2,26.737
"Sister3",2022-07-21 12:45:00,2,26.746
"Sister3",2022-07-21 12:55:00,2,26.754
"Sister3",2022-07-21 13:05:00,2,26.746
"Sister3",2022-07-21 13:15:00,2,26.78
"Sister3",2022-07-21 13:25:00,2,26.805
"Sister3",2022-07-21 13:35:00,2,26.788
"Sister3",2022-07-21 13:45:00,2,26.813
"Sister3",2022-07-21 13:55:00,2,26.83
"Sister3",2022-07-21 14:05:00,2,26.847
"Sister3",2022-07-21 14:15:00,2,26.864
"Sister3",2022-07-21 14:25:00,2,26.881
"Sister3",2022-07-21 14:35:00,2,26.907
"Sister3",2022-07-21 14:45:00,2,26.915
"Sister3",2022-07-21 14:55:00,2,26.941
"Sister3",2022-07-21 15:05:00,2,26.966
"Sister3",2022-07-21 15:15:00,2,26.983
"Sister3",2022-07-21 15:25:00,2,26.983
"Sister3",2022-07-21 15:35:00,2,27
"Sister3",2022-07-21 15:45:00,2,26.992
"Sister3",2022-07-21 15:55:00,2,27.017
"Sister3",2022-07-21 16:05:00,2,27.009
"Sister3",2022-07-21 16:15:00,2,27.009
"Sister3",2022-07-21 16:25:00,2,27.043
"Sister3",2022-07-21 16:35:00,2,27.034
"Sister3",2022-07-21 16:45:00,2,27.059
"Sister3",2022-07-21 16:55:00,2,27.043
"Sister3",2022-07-21 17:05:00,2,27.059
"Sister3",2022-07-21 17:15:00,2,27.043
"Sister3",2022-07-21 17:25:00,2,27.043
"Sister3",2022-07-21 17:35:00,2,27.059
"Sister3",2022-07-21 17:45:00,2,27.068
"Sister3",2022-07-21 17:55:00,2,27.059
"Sister3",2022-07-21 18:05:00,2,27.034
"Sister3",2022-07-21 18:15:00,2,27.051
"Sister3",2022-07-21 18:25:00,2,27.051
"Sister3",2022-07-21 18:35:00,2,27.051
"Sister3",2022-07-21 18:45:00,2,27.059
"Sister3",2022-07-21 18:55:00,2,27.059
"Sister3",2022-07-21 19:05:00,2,27.034
"Sister3",2022-07-21 19:15:00,2,27.051
"Sister3",2022-07-21 19:25:00,2,27.026
"Sister3",2022-07-21 19:35:00,2,27.017
"Sister3",2022-07-21 19:45:00,2,27.026
"Sister3",2022-07-21 19:55:00,2,27.026
"Sister3",2022-07-21 20:05:00,2,27.034
"Sister3",2022-07-21 20:15:00,2,27
"Sister3",2022-07-21 20:25:00,2,27.017
"Sister3",2022-07-21 20:35:00,2,27.009
"Sister3",2022-07-21 20:45:00,2,27
"Sister3",2022-07-21 20:55:00,2,26.975
"Sister3",2022-07-21 21:05:00,2,26.983
"Sister3",2022-07-21 21:15:00,2,26.983
"Sister3",2022-07-21 21:25:00,2,26.975
"Sister3",2022-07-21 21:35:00,2,26.966
"Sister3",2022-07-21 21:45:00,2,26.975
"Sister3",2022-07-21 21:55:00,2,26.949
"Sister3",2022-07-21 22:05:00,2,26.949
"Sister3",2022-07-21 22:15:00,2,26.924
"Sister3",2022-07-21 22:25:00,2,26.941
"Sister3",2022-07-21 22:35:00,2,26.941
"Sister3",2022-07-21 22:45:00,2,26.924
"Sister3",2022-07-21 22:55:00,2,26.932
"Sister3",2022-07-21 23:05:00,2,26.898
"Sister3",2022-07-21 23:15:00,2,26.924
"Sister3",2022-07-21 23:25:00,2,26.915
"Sister3",2022-07-21 23:35:00,2,26.924
"Sister3",2022-07-21 23:45:00,2,26.898
"Sister3",2022-07-21 23:55:00,2,26.881
"Sister3",2022-07-22 00:05:00,2,26.89
"Sister3",2022-07-22 00:15:00,2,26.89
"Sister3",2022-07-22 00:25:00,2,26.89
"Sister3",2022-07-22 00:35:00,2,26.873
"Sister3",2022-07-22 00:45:00,2,26.89
"Sister3",2022-07-22 00:55:00,2,26.864
"Sister3",2022-07-22 01:05:00,2,26.873
"Sister3",2022-07-22 01:15:00,2,26.856
"Sister3",2022-07-22 01:25:00,2,26.856
"Sister3",2022-07-22 01:35:00,2,26.856
"Sister3",2022-07-22 01:45:00,2,26.839
