Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*C)	Button Down	Button Up	Host Connect	EOF	
2022-08-16 12:59:53	43.93	 	 	 	 	
2022-08-16 12:59:54	43.97	 	 	 	 	
2022-08-16 12:59:55	43.97	 	 	 	 	
2022-08-16 12:59:56	43.97	 	 	 	 	
2022-08-16 12:59:57	43.97	 	 	 	 	
2022-08-16 12:59:58	43.97	 	 	 	 	
2022-08-16 12:59:59	44.01	 	 	 	 	
2022-08-16 13:00:00	44.01	 	 	 	 	
2022-08-16 13:00:01	43.97	 	 	 	 	
2022-08-16 13:00:02	44.01	 	 	 	 	
2022-08-16 13:00:03	44.01	 	 	 	 	
2022-08-16 13:00:04	44.01	 	 	 	 	
2022-08-16 13:00:05	44.01	 	 	 	 	
2022-08-16 13:00:06	44.01	 	 	 	 	
2022-08-16 13:00:07	44.01	 	 	 	 	
2022-08-16 13:00:08	44.01	 	 	 	 	
2022-08-16 13:00:09	43.93	 	 	 	 	
2022-08-16 13:00:10	43.97	 	 	 	 	
2022-08-16 13:00:11	44.01	 	 	 	 	
2022-08-16 13:00:12	44.01	 	 	 	 	
2022-08-16 13:00:13	44.01	 	 	 	 	
2022-08-16 13:00:14	44.01	 	 	 	 	
2022-08-16 13:00:15	43.97	 	 	 	 	
2022-08-16 13:00:16	44.01	 	 	 	 	
2022-08-16 13:00:17	44.06	 	 	 	 	
2022-08-16 13:00:18	44.06	 	 	 	 	
2022-08-16 13:00:19	44.06	 	 	 	 	
2022-08-16 13:00:20	44.06	 	 	 	 	
2022-08-16 13:00:21	44.06	 	 	 	 	
2022-08-16 13:00:22	44.06	 	 	 	 	
2022-08-16 13:00:23	44.06	 	 	 	 	
2022-08-16 13:00:24	44.01	 	 	 	 	
2022-08-16 13:00:25	44.01	 	 	 	 	
2022-08-16 13:00:26	44.06	 	 	 	 	
2022-08-16 13:00:27	44.01	 	 	 	 	
2022-08-16 13:00:28	44.01	 	 	 	 	
2022-08-16 13:00:29	44.06	 	 	 	 	
2022-08-16 13:00:30	44.06	 	 	 	 	
2022-08-16 13:00:31	44.01	 	 	 	 	
2022-08-16 13:00:32	44.06	 	 	 	 	
2022-08-16 13:00:33	44.01	 	 	 	 	
2022-08-16 13:00:34	44.01	 	 	 	 	
2022-08-16 13:00:35	44.10	 	 	 	 	
2022-08-16 13:00:36	44.06	 	 	 	 	
2022-08-16 13:00:37	44.10	 	 	 	 	
2022-08-16 13:00:38	44.06	 	 	 	 	
2022-08-16 13:00:39	44.06	 	 	 	 	
2022-08-16 13:00:40	44.10	 	 	 	 	
2022-08-16 13:00:41	44.06	 	 	 	 	
2022-08-16 13:00:42	44.10	 	 	 	 	
2022-08-16 13:00:43	44.14	 	 	 	 	
2022-08-16 13:00:44	44.06	 	 	 	 	
2022-08-16 13:00:45	44.06	 	 	 	 	
2022-08-16 13:00:46	44.06	 	 	 	 	
2022-08-16 13:00:47	44.06	 	 	 	 	
2022-08-16 13:00:48	44.10	 	 	 	 	
2022-08-16 13:00:49	44.10	 	 	 	 	
2022-08-16 13:00:50	44.10	 	 	 	 	
2022-08-16 13:00:51	44.10	 	 	 	 	
2022-08-16 13:00:52	44.06	 	 	 	 	
2022-08-16 13:00:53	44.06	 	 	 	 	
2022-08-16 13:00:54	44.01	 	 	 	 	
2022-08-16 13:00:55	44.01	 	 	 	 	
2022-08-16 13:00:56	43.97	 	 	 	 	
2022-08-16 13:00:57	44.01	 	 	 	 	
2022-08-16 13:00:58	44.01	 	 	 	 	
2022-08-16 13:00:59	43.97	 	 	 	 	
2022-08-16 13:01:00	43.97	 	 	 	 	
2022-08-16 13:01:01	43.97	 	 	 	 	
2022-08-16 13:01:02	43.93	 	 	 	 	
2022-08-16 13:01:03	43.93	 	 	 	 	
2022-08-16 13:01:04	43.93	 	 	 	 	
2022-08-16 13:01:05	43.97	 	 	 	 	
2022-08-16 13:01:06	43.88	 	 	 	 	
2022-08-16 13:01:07	43.93	 	 	 	 	
2022-08-16 13:01:08	43.93	 	 	 	 	
2022-08-16 13:01:09	43.93	 	 	 	 	
2022-08-16 13:01:10	43.88	 	 	 	 	
2022-08-16 13:01:11	43.84	 	 	 	 	
2022-08-16 13:01:12	43.84	 	 	 	 	
2022-08-16 13:01:13	43.84	 	 	 	 	
2022-08-16 13:01:14	43.84	 	 	 	 	
2022-08-16 13:01:15	43.84	 	 	 	 	
2022-08-16 13:01:16	43.80	 	 	 	 	
2022-08-16 13:01:17	43.84	 	 	 	 	
2022-08-16 13:01:18	43.80	 	 	 	 	
2022-08-16 13:01:19	43.80	 	 	 	 	
2022-08-16 13:01:20	43.84	 	 	 	 	
2022-08-16 13:01:21	43.76	 	 	 	 	
2022-08-16 13:01:22	43.76	 	 	 	 	
2022-08-16 13:01:23	43.76	 	 	 	 	
2022-08-16 13:01:24	43.80	 	 	 	 	
2022-08-16 13:01:25	43.76	 	 	 	 	
2022-08-16 13:01:26	43.76	 	 	 	 	
2022-08-16 13:01:27	43.80	 	 	 	 	
2022-08-16 13:01:28	43.80	 	 	 	 	
2022-08-16 13:01:29	43.76	 	 	 	 	
2022-08-16 13:01:30	43.76	 	 	 	 	
2022-08-16 13:01:31	43.76	 	 	 	 	
2022-08-16 13:01:32	43.76	 	 	 	 	
2022-08-16 13:01:33	43.80	 	 	 	 	
2022-08-16 13:01:34	43.80	 	 	 	 	
2022-08-16 13:01:35	43.84	 	 	 	 	
2022-08-16 13:01:36	43.84	 	 	 	 	
2022-08-16 13:01:37	43.80	 	 	 	 	
2022-08-16 13:01:38	43.84	 	 	 	 	
2022-08-16 13:01:39	43.80	 	 	 	 	
