Serial Number:20725838 --,,,,,,
,,,,,,
"Date Time, GMT -0400","Temp, (*F)",Button Down,Button Up,Host Connect,Stopped,EOF
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:26,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:27,72.3, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.23, , , , , 
6/3/2022 14:27,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.3, , , , , 
6/3/2022 14:28,72.3, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.3, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.3, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.3, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.15, , , , , 
6/3/2022 14:28,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.3, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.15, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:29,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.15, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.23, , , , , 
6/3/2022 14:30,72.3, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.3, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.3, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.3, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
6/3/2022 14:31,72.23, , , , , 
6/3/2022 14:31,72.15, , , , , 
