Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*F)	Button Down	Button Up	Host Connect	EOF	
2022-06-20 10:37:19	78.56	 	 	 	 	
2022-06-20 10:37:20	78.56	 	 	 	 	
2022-06-20 10:37:21	78.56	 	 	 	 	
2022-06-20 10:37:22	78.56	 	 	 	 	
2022-06-20 10:37:23	78.56	 	 	 	 	
2022-06-20 10:37:24	78.56	 	 	 	 	
2022-06-20 10:37:25	78.48	 	 	 	 	
2022-06-20 10:37:26	78.48	 	 	 	 	
2022-06-20 10:37:27	78.56	 	 	 	 	
2022-06-20 10:37:28	78.56	 	 	 	 	
2022-06-20 10:37:29	78.56	 	 	 	 	
2022-06-20 10:37:30	78.56	 	 	 	 	
2022-06-20 10:37:31	78.56	 	 	 	 	
2022-06-20 10:37:32	78.56	 	 	 	 	
2022-06-20 10:37:33	78.56	 	 	 	 	
2022-06-20 10:37:34	78.56	 	 	 	 	
2022-06-20 10:37:35	78.56	 	 	 	 	
2022-06-20 10:37:36	78.56	 	 	 	 	
2022-06-20 10:37:37	78.56	 	 	 	 	
2022-06-20 10:37:38	78.56	 	 	 	 	
2022-06-20 10:37:39	78.56	 	 	 	 	
2022-06-20 10:37:40	78.56	 	 	 	 	
2022-06-20 10:37:41	78.56	 	 	 	 	
2022-06-20 10:37:42	78.48	 	 	 	 	
2022-06-20 10:37:43	78.56	 	 	 	 	
2022-06-20 10:37:44	78.56	 	 	 	 	
2022-06-20 10:37:45	78.56	 	 	 	 	
2022-06-20 10:37:46	78.64	 	 	 	 	
2022-06-20 10:37:47	78.56	 	 	 	 	
2022-06-20 10:37:48	78.56	 	 	 	 	
2022-06-20 10:37:49	78.48	 	 	 	 	
2022-06-20 10:37:50	78.56	 	 	 	 	
2022-06-20 10:37:51	78.56	 	 	 	 	
2022-06-20 10:37:52	78.56	 	 	 	 	
2022-06-20 10:37:53	78.64	 	 	 	 	
2022-06-20 10:37:54	78.64	 	 	 	 	
2022-06-20 10:37:55	78.64	 	 	 	 	
2022-06-20 10:37:56	78.48	 	 	 	 	
2022-06-20 10:37:57	78.64	 	 	 	 	
2022-06-20 10:37:58	78.56	 	 	 	 	
2022-06-20 10:37:59	78.56	 	 	 	 	
2022-06-20 10:38:00	78.64	 	 	 	 	
2022-06-20 10:38:01	78.56	 	 	 	 	
2022-06-20 10:38:02	78.56	 	 	 	 	
2022-06-20 10:38:03	78.56	 	 	 	 	
2022-06-20 10:38:04	78.56	 	 	 	 	
2022-06-20 10:38:05	78.71	 	 	 	 	
2022-06-20 10:38:06	78.56	 	 	 	 	
2022-06-20 10:38:07	78.56	 	 	 	 	
2022-06-20 10:38:08	78.56	 	 	 	 	
2022-06-20 10:38:09	78.56	 	 	 	 	
2022-06-20 10:38:10	78.56	 	 	 	 	
2022-06-20 10:38:11	78.56	 	 	 	 	
2022-06-20 10:38:12	78.48	 	 	 	 	
2022-06-20 10:38:13	78.56	 	 	 	 	
2022-06-20 10:38:14	78.48	 	 	 	 	
