"","site","date","period","flux_2.5","flux_97.5","mean_flux","avg_time"
"1","Sister3","2022-08-22","0~1",1.48284513674335,2.17365670114082,1.83219954046861,2.62454444444444
"2","Sister3","2022-08-22","1~2",0.359674280176097,0.530094241295179,0.42948299525842,2.17305555555556
"3","Sister3","2022-08-22","2~3",2.73758358461096,4.15609346673311,3.54616565732769,3.05425925925926
"4","Sister3","2022-08-22","3~4",2.7390375195255,4.19425205942077,3.45361925874696,2.7540625
"5","Sister3","2022-08-22","4~5",4.051232539475,6.68933126761563,5.1805071569678,2.77348888888889
"6","Sister3","2022-08-22","5~6",2.36039170542237,4.21171092833099,3.52398050427956,3.17386666666667
"7","Sister3","2022-08-22","6~7",1.18759452347375,1.91443657939055,1.49198066579749,3.25077777777778
"8","Sister3","2022-08-22","7~8",2.35366322005209,5.29521153121306,3.58714814963725,2.86781111111111
"9","Sister3","2022-08-22","8~9",6.18205498712113,16.5461787662919,10.4656980322694,1.39083333333333
