"","site","date","period","flux_2.5","flux_97.5","mean_flux","avg_time"
"1","Pick","2022-09-13","0~1",87.5968426874845,179.406165920562,128.26804765503,1.42315555555556
"2","Pick","2022-09-13","1~2",65.9156662837112,123.697674923718,91.7640674997259,2.35054444444444
"3","Pick","2022-09-13","2~3",34.7639234644243,74.4709940188387,53.429966200159,3.25141111111111
"4","Pick","2022-09-13","3~4",65.803213782501,135.933529517778,95.8038333173139,2.96612222222222
"5","Pick","2022-09-13","4~5",45.5870827087775,129.683197499517,80.6829162505815,2.82517777777778
"6","Pick","2022-09-13","5~6",25.151976383208,47.9005614183012,35.3491971601642,3.23521111111111
"7","Pick","2022-09-13","6~7",31.5259968870887,64.6946969382371,47.1223383459508,2.90457777777778
"8","Pick","2022-09-13","7~8",71.2383570530233,143.261310195812,104.502353459179,3.28155555555556
"9","Pick","2022-09-13","8~9",43.9297880901081,94.4225225218516,65.7694693091048,1.4034375
