"site","date","period","gas","flux_2.5","flux_97.5","mean_flux"
"Pick","2022-09-13",1,"CO2",-2018.59421923716,-1272.03900454519,-1637.51785654199
"Pick","2022-09-13",2,"CO2",-372.969883430297,717.344950464073,162.447406978614
"Pick","2022-09-13",3,"CO2",58.0503861110085,480.925262313199,278.669389097978
"Pick","2022-09-13",4,"CO2",1774.49623469515,1924.18380068108,1850.43318757322
"Pick","2022-09-13",5,"CO2",1976.57069963823,2202.24676207029,2083.21869061947
"Pick","2022-09-13",6,"CO2",2004.51264423927,2255.48147801552,2117.13934107278
"Pick","2022-09-13",7,"CO2",2415.26381030436,2815.89795873552,2591.28056326611
"Pick","2022-09-13",8,"CO2",1041.03067907504,1353.45361651683,1197.62833080637
