"site","date","period","flux_2.5","flux_97.5","mean_flux"
"Deans","2022-08-30",1,1.20272754397815,1.64500784985121,1.42124912081339
"Deans","2022-08-30",2,0.830030786783339,1.40322988715855,1.09830573328753
"Deans","2022-08-30",3,1.18399575849814,1.6708187682496,1.4257011389999
"Deans","2022-08-30",4,0.623962648788246,0.901528146570502,0.746671182358268
"Deans","2022-08-30",5,0.645984539692501,1.20244744934271,0.873374685852718
"Deans","2022-08-30",6,0.681879372613404,0.925138761636787,0.800577313192157
"Deans","2022-08-30",7,0.986367544490561,1.50347087912808,1.19834697516827
"Deans","2022-08-30",8,0.895323326019709,1.13489293431063,1.01727206830546
