Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*C)	Button Down	Button Up	Host Connect	EOF	
2022-07-27 10:17:25	45.04	 	 	 	 	
2022-07-27 10:17:26	45.00	 	 	 	 	
2022-07-27 10:17:27	45.00	 	 	 	 	
2022-07-27 10:17:28	44.96	 	 	 	 	
2022-07-27 10:17:29	44.91	 	 	 	 	
2022-07-27 10:17:30	44.96	 	 	 	 	
2022-07-27 10:17:31	44.91	 	 	 	 	
2022-07-27 10:17:32	44.87	 	 	 	 	
2022-07-27 10:17:33	44.83	 	 	 	 	
2022-07-27 10:17:34	44.79	 	 	 	 	
2022-07-27 10:17:35	44.79	 	 	 	 	
2022-07-27 10:17:36	44.74	 	 	 	 	
2022-07-27 10:17:37	44.74	 	 	 	 	
2022-07-27 10:17:38	44.70	 	 	 	 	
2022-07-27 10:17:39	44.66	 	 	 	 	
2022-07-27 10:17:40	44.66	 	 	 	 	
2022-07-27 10:17:41	44.66	 	 	 	 	
2022-07-27 10:17:42	44.61	 	 	 	 	
2022-07-27 10:17:43	44.61	 	 	 	 	
2022-07-27 10:17:44	44.57	 	 	 	 	
2022-07-27 10:17:45	44.53	 	 	 	 	
2022-07-27 10:17:46	44.53	 	 	 	 	
2022-07-27 10:17:47	44.48	 	 	 	 	
2022-07-27 10:17:48	44.44	 	 	 	 	
2022-07-27 10:17:49	44.44	 	 	 	 	
2022-07-27 10:17:50	44.44	 	 	 	 	
2022-07-27 10:17:51	44.40	 	 	 	 	
2022-07-27 10:17:52	44.40	 	 	 	 	
2022-07-27 10:17:53	44.36	 	 	 	 	
2022-07-27 10:17:54	44.31	 	 	 	 	
2022-07-27 10:17:55	44.31	 	 	 	 	
2022-07-27 10:17:56	44.27	 	 	 	 	
2022-07-27 10:17:57	44.27	 	 	 	 	
2022-07-27 10:17:58	44.27	 	 	 	 	
2022-07-27 10:17:59	44.23	 	 	 	 	
2022-07-27 10:18:00	44.18	 	 	 	 	
2022-07-27 10:18:01	44.18	 	 	 	 	
2022-07-27 10:18:02	44.10	 	 	 	 	
2022-07-27 10:18:03	44.10	 	 	 	 	
2022-07-27 10:18:04	44.10	 	 	 	 	
2022-07-27 10:18:05	44.06	 	 	 	 	
2022-07-27 10:18:06	44.06	 	 	 	 	
2022-07-27 10:18:07	44.01	 	 	 	 	
2022-07-27 10:18:08	44.06	 	 	 	 	
2022-07-27 10:18:09	43.97	 	 	 	 	
2022-07-27 10:18:10	44.01	 	 	 	 	
2022-07-27 10:18:11	43.93	 	 	 	 	
2022-07-27 10:18:12	43.88	 	 	 	 	
2022-07-27 10:18:13	43.93	 	 	 	 	
2022-07-27 10:18:14	43.88	 	 	 	 	
2022-07-27 10:18:15	43.84	 	 	 	 	
2022-07-27 10:18:16	43.84	 	 	 	 	
2022-07-27 10:18:17	43.80	 	 	 	 	
2022-07-27 10:18:18	43.80	 	 	 	 	
2022-07-27 10:18:19	43.76	 	 	 	 	
2022-07-27 10:18:20	43.76	 	 	 	 	
2022-07-27 10:18:21	43.71	 	 	 	 	
2022-07-27 10:18:22	43.67	 	 	 	 	
2022-07-27 10:18:23	43.67	 	 	 	 	
2022-07-27 10:18:24	43.63	 	 	 	 	
2022-07-27 10:18:25	43.63	 	 	 	 	
2022-07-27 10:18:26	43.58	 	 	 	 	
2022-07-27 10:18:27	43.58	 	 	 	 	
2022-07-27 10:18:28	43.54	 	 	 	 	
2022-07-27 10:18:29	43.50	 	 	 	 	
2022-07-27 10:18:30	43.50	 	 	 	 	
2022-07-27 10:18:31	43.50	 	 	 	 	
2022-07-27 10:18:32	43.46	 	 	 	 	
2022-07-27 10:18:33	43.41	 	 	 	 	
2022-07-27 10:18:34	43.41	 	 	 	 	
2022-07-27 10:18:35	43.37	 	 	 	 	
2022-07-27 10:18:36	43.33	 	 	 	 	
2022-07-27 10:18:37	43.33	 	 	 	 	
2022-07-27 10:18:38	43.28	 	 	 	 	
2022-07-27 10:18:39	43.28	 	 	 	 	
2022-07-27 10:18:40	43.24	 	 	 	 	
2022-07-27 10:18:41	43.24	 	 	 	 	
2022-07-27 10:18:42	43.24	 	 	 	 	
2022-07-27 10:18:43	43.20	 	 	 	 	
2022-07-27 10:18:44	43.20	 	 	 	 	
2022-07-27 10:18:45	43.16	 	 	 	 	
2022-07-27 10:18:46	43.16	 	 	 	 	
2022-07-27 10:18:47	43.16	 	 	 	 	
2022-07-27 10:18:48	43.11	 	 	 	 	
2022-07-27 10:18:49	43.11	 	 	 	 	
2022-07-27 10:18:50	43.07	 	 	 	 	
2022-07-27 10:18:51	43.07	 	 	 	 	
2022-07-27 10:18:52	43.07	 	 	 	 	
2022-07-27 10:18:53	43.03	 	 	 	 	
2022-07-27 10:18:54	43.03	 	 	 	 	
2022-07-27 10:18:55	43.03	 	 	 	 	
