"","ch4_diffusion_sim","co2_diffusion_sim","site","date","ord1","ord2","flux_round_diffusion_CH4","flux_round_diffusion_CO2","ch4_diffusion_difference","co2_diffusion_difference","ch4_ebullition_sim","flux_round_ebullition_CH4","ch4_ebullition_difference","ordeb1","ordeb2","sim_co2_eq","calc_co2_eq","co2_eq_diff"
"91",0.01017851349596,2.88350210878469,"Catfish",2022-09-06,3,6,0.0117,3.1362,-0.00152148650404002,-0.252697891215306,0.0702470321842368,0.1223,-0.0520529678157632,"2~3","5~6",5.05499184215001,6.7542,-1.69920815784999
"92",0.00936398758466638,3.09050287946318,"Catfish",2022-09-06,3,7,0.0117,3.1362,-0.00233601241533363,-0.0456971205368246,0.0970557218371021,0.1223,-0.0252442781628979,"2~3","6~7",5.96383503385093,6.7542,-0.790364966149076
"93",0.0129348378882408,3.18119655325314,"Catfish",2022-09-06,3,8,0.0117,3.1362,0.0012348378882408,0.0449965532531418,0.0900182890631824,0.1223,-0.0322817109368176,"2~3","7~8",5.96093098094157,6.7542,-0.793269019058432
"94",0.018335786114095,2.559182959773,"Catfish",2022-09-06,4,4,0.0117,3.1362,0.00663578611409499,-0.577017040227004,0.228185491845955,0.1223,0.105885491845955,"3~4","3~4",9.21525746469435,6.7542,2.46105746469435
"95",0.00587677854733999,2.32550705598028,"Catfish",2022-09-06,4,5,0.0117,3.1362,-0.00582322145266001,-0.810692944019724,0.0924100070761805,0.1223,-0.0298899929238196,"3~4","4~5",4.97925026781533,6.7542,-1.77494973218467
"96",0.0108397074478328,2.54150559819937,"Catfish",2022-09-06,4,6,0.0117,3.1362,-0.000860292552167189,-0.594694401800633,0.108242896307974,0.1223,-0.0140571036920257,"3~4","5~6",5.75673589960616,6.7542,-0.997464100393842
"97",0.0103090691537594,2.65415827473404,"Catfish",2022-09-06,4,7,0.0117,3.1362,-0.00139093084624061,-0.48204172526596,0.154589960596528,0.1223,0.0322899605965285,"3~4","6~7",7.10643207799181,6.7542,0.352232077991811
"98",0.0153631969846179,2.63956110790101,"Catfish",2022-09-06,4,8,0.0117,3.1362,0.00366319698461788,-0.496638892098988,0.150030039390869,0.1223,0.0277300393908692,"3~4","7~8",7.10517849003916,6.7542,0.350978490039163
"99",0.00408251295412961,2.29185456545154,"Catfish",2022-09-06,5,5,0.0117,3.1362,-0.00761748704587039,-0.844345434548456,0.0737773468255468,0.1223,-0.0485226531744532,"4~5","4~5",4.39407077950281,6.7542,-2.36012922049719
"100",0.00772436339738271,2.503859598549,"Catfish",2022-09-06,5,6,0.0117,3.1362,-0.00397563660261729,-0.632340401450997,0.074145440985296,0.1223,-0.048154559014704,"4~5","5~6",4.71434431688133,6.7542,-2.03985568311867
"101",0.00494979878587925,2.60400922923915,"Catfish",2022-09-06,5,7,0.0117,3.1362,-0.00675020121412075,-0.532190770760852,0.127227922802821,0.1223,0.00492792280282141,"4~5","6~7",6.17280771213407,6.7542,-0.581392287865935
"102",0.00919463131287615,2.55852554731575,"Catfish",2022-09-06,5,8,0.0117,3.1362,-0.00250536868712385,-0.577674452684252,0.0996999662653583,0.1223,-0.0226000337346417,"4~5","7~8",5.49867968192808,6.7542,-1.25552031807192
"103",0.0082668245833086,2.53543818846319,"Catfish",2022-09-06,6,6,0.0117,3.1362,-0.0034331754166914,-0.600761811536805,0.057386420611241,0.1223,-0.064913579388759,"5~6","5~6",4.30807580871603,6.7542,-2.44612419128397
"104",0.00564928976636123,2.69060039674837,"Catfish",2022-09-06,6,7,0.0117,3.1362,-0.00605071023363877,-0.445599603251631,0.124170210794049,0.1223,0.00187021079404912,"5~6","6~7",6.19572691187945,6.7542,-0.558473088120552
"105",0.011309279906631,2.67516394197676,"Catfish",2022-09-06,6,8,0.0117,3.1362,-0.000390720093369042,-0.461036058023244,0.0820046015132379,0.1223,-0.0402953984867621,"5~6","7~8",5.19463874031322,6.7542,-1.55956125968679
"106",0.00525527540235487,2.71395677711797,"Catfish",2022-09-06,7,7,0.0117,3.1362,-0.00644472459764513,-0.422243222882026,0.106101397399877,0.1223,-0.0161986026001231,"6~7","6~7",5.72058694277823,6.7542,-1.03361305722177
"107",0.0114810546442492,2.72082061474607,"Catfish",2022-09-06,7,8,0.0117,3.1362,-0.000218945355750845,-0.41537938525393,0.0946691346865512,0.1223,-0.0276308653134489,"6~7","7~8",5.58687572667768,6.7542,-1.16732427332232
"108",0.0123236577023938,2.72174957325091,"Catfish",2022-09-06,8,8,0.0117,3.1362,0.000623657702393846,-0.414450426749086,0.110442807381854,0.1223,-0.011857192618146,"7~8","7~8",6.03644413052561,6.7542,-0.717755869474394
"109",0.0162621822726332,2.55573554894303,"Catfish",2022-09-18,1,1,0.0112,2.4247,0.00506218227263321,0.131035548943027,0.0177647250487807,0.0379,-0.0201352749512193,"0~1","0~1",3.4744620466212,3.7504,-0.275937953378798
"110",0.00699698322818372,2.96908827754666,"Catfish",2022-09-18,1,2,0.0112,2.4247,-0.00420301677181628,0.544388277546662,0.020241858130636,0.0379,-0.017658141869364,"0~1","1~2",3.70453699423479,3.7504,-0.0458630057652059
"111",0.00943278453588826,2.62931573689216,"Catfish",2022-09-18,1,3,0.0112,2.4247,-0.00176721546411174,0.204615736892162,0.0579161302817037,0.0379,0.0200161302817037,"0~1","2~3",4.44773643696715,3.7504,0.697336436967146
"112",0.0103912061995146,2.19645288811086,"Catfish",2022-09-18,1,4,0.0112,2.4247,-0.000808793800485373,-0.228247111889136,0.0348110587963394,0.0379,-0.00308894120366061,"0~1","3~4",3.41691404299892,3.7504,-0.333485957001078
"113",0.0154447266934372,2.30665207274666,"Catfish",2022-09-18,1,5,0.0112,2.4247,0.00424472669343725,-0.118047927253342,0.0197362537109362,0.0379,-0.0181637462890638,"0~1","4~5",3.25653854366474,3.7504,-0.49386145633526
