"change_diff_eb","site","date","np"
NA,"Deans","2022-08-16",1
NA,"Deans","2022-08-16",1
0.017817869287246,"Deans","2022-08-16",1
0.0244506974856947,"Deans","2022-08-16",1
0.0238311232133416,"Deans","2022-08-16",1
0.00418182295111491,"Deans","2022-08-16",1
0.0164138014909677,"Deans","2022-08-16",1
0.0276776517183008,"Deans","2022-08-16",1
NA,"Deans","2022-08-16",1
0.0117292074891396,"Deans","2022-08-16",1
0.0282080422547029,"Deans","2022-08-16",1
