Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*F)	Button Down	Button Up	Host Connect	EOF	
2022-06-21 05:08:49	67.05	 	 	 	 	
2022-06-21 05:08:50	66.98	 	 	 	 	
2022-06-21 05:08:51	67.05	 	 	 	 	
2022-06-21 05:08:52	67.05	 	 	 	 	
2022-06-21 05:08:53	67.05	 	 	 	 	
2022-06-21 05:08:54	67.05	 	 	 	 	
2022-06-21 05:08:55	67.05	 	 	 	 	
2022-06-21 05:08:56	66.98	 	 	 	 	
2022-06-21 05:08:57	67.13	 	 	 	 	
2022-06-21 05:08:58	67.13	 	 	 	 	
2022-06-21 05:08:59	67.13	 	 	 	 	
2022-06-21 05:09:00	67.13	 	 	 	 	
2022-06-21 05:09:01	67.13	 	 	 	 	
2022-06-21 05:09:02	67.13	 	 	 	 	
2022-06-21 05:09:03	67.13	 	 	 	 	
2022-06-21 05:09:04	67.05	 	 	 	 	
2022-06-21 05:09:05	67.13	 	 	 	 	
2022-06-21 05:09:06	67.05	 	 	 	 	
2022-06-21 05:09:07	67.13	 	 	 	 	
2022-06-21 05:09:08	67.13	 	 	 	 	
2022-06-21 05:09:09	67.13	 	 	 	 	
2022-06-21 05:09:10	67.13	 	 	 	 	
2022-06-21 05:09:11	67.13	 	 	 	 	
2022-06-21 05:09:12	67.21	 	 	 	 	
2022-06-21 05:09:13	67.13	 	 	 	 	
2022-06-21 05:09:14	67.21	 	 	 	 	
2022-06-21 05:09:15	67.13	 	 	 	 	
2022-06-21 05:09:16	67.13	 	 	 	 	
2022-06-21 05:09:17	67.13	 	 	 	 	
2022-06-21 05:09:18	67.13	 	 	 	 	
2022-06-21 05:09:19	67.21	 	 	 	 	
2022-06-21 05:09:20	67.21	 	 	 	 	
2022-06-21 05:09:21	67.21	 	 	 	 	
2022-06-21 05:09:22	67.13	 	 	 	 	
2022-06-21 05:09:23	67.21	 	 	 	 	
2022-06-21 05:09:24	67.21	 	 	 	 	
2022-06-21 05:09:25	67.21	 	 	 	 	
2022-06-21 05:09:26	67.21	 	 	 	 	
2022-06-21 05:09:27	67.28	 	 	 	 	
2022-06-21 05:09:28	67.21	 	 	 	 	
2022-06-21 05:09:29	67.21	 	 	 	 	
2022-06-21 05:09:30	67.28	 	 	 	 	
2022-06-21 05:09:31	67.21	 	 	 	 	
2022-06-21 05:09:32	67.21	 	 	 	 	
2022-06-21 05:09:33	67.21	 	 	 	 	
2022-06-21 05:09:34	67.21	 	 	 	 	
2022-06-21 05:09:35	67.21	 	 	 	 	
