Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*C)	Button Down	Button Up	Host Connect	EOF	
2022-07-12 15:18:17	36.12	 	 	 	 	
2022-07-12 15:18:18	36.12	 	 	 	 	
2022-07-12 15:18:19	36.12	 	 	 	 	
2022-07-12 15:18:20	36.08	 	 	 	 	
2022-07-12 15:18:21	36.08	 	 	 	 	
2022-07-12 15:18:22	36.12	 	 	 	 	
2022-07-12 15:18:23	36.12	 	 	 	 	
2022-07-12 15:18:24	36.12	 	 	 	 	
2022-07-12 15:18:25	36.12	 	 	 	 	
2022-07-12 15:18:26	36.08	 	 	 	 	
2022-07-12 15:18:27	36.12	 	 	 	 	
2022-07-12 15:18:28	36.03	 	 	 	 	
2022-07-12 15:18:29	36.08	 	 	 	 	
2022-07-12 15:18:30	36.08	 	 	 	 	
2022-07-12 15:18:31	36.03	 	 	 	 	
2022-07-12 15:18:32	36.03	 	 	 	 	
2022-07-12 15:18:33	36.03	 	 	 	 	
2022-07-12 15:18:34	36.08	 	 	 	 	
2022-07-12 15:18:35	36.08	 	 	 	 	
2022-07-12 15:18:36	36.08	 	 	 	 	
2022-07-12 15:18:37	36.08	 	 	 	 	
2022-07-12 15:18:38	36.03	 	 	 	 	
2022-07-12 15:18:39	36.03	 	 	 	 	
2022-07-12 15:18:40	36.08	 	 	 	 	
2022-07-12 15:18:41	36.03	 	 	 	 	
2022-07-12 15:18:42	36.03	 	 	 	 	
2022-07-12 15:18:43	36.08	 	 	 	 	
2022-07-12 15:18:44	36.03	 	 	 	 	
2022-07-12 15:18:45	36.03	 	 	 	 	
2022-07-12 15:18:46	36.03	 	 	 	 	
2022-07-12 15:18:47	36.03	 	 	 	 	
2022-07-12 15:18:48	36.03	 	 	 	 	
2022-07-12 15:18:49	36.08	 	 	 	 	
2022-07-12 15:18:50	35.99	 	 	 	 	
2022-07-12 15:18:51	36.08	 	 	 	 	
2022-07-12 15:18:52	36.03	 	 	 	 	
2022-07-12 15:18:53	36.03	 	 	 	 	
2022-07-12 15:18:54	36.03	 	 	 	 	
2022-07-12 15:18:55	36.03	 	 	 	 	
2022-07-12 15:18:56	36.08	 	 	 	 	
2022-07-12 15:18:57	36.03	 	 	 	 	
2022-07-12 15:18:58	36.08	 	 	 	 	
2022-07-12 15:18:59	36.03	 	 	 	 	
