Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*C)	Button Down	Button Up	Host Connect	EOF	
2022-07-12 10:01:16	28.23	 	 	 	 	
2022-07-12 10:01:17	28.23	 	 	 	 	
2022-07-12 10:01:18	28.23	 	 	 	 	
2022-07-12 10:01:19	28.27	 	 	 	 	
2022-07-12 10:01:20	28.23	 	 	 	 	
2022-07-12 10:01:21	28.23	 	 	 	 	
2022-07-12 10:01:22	28.23	 	 	 	 	
2022-07-12 10:01:23	28.27	 	 	 	 	
2022-07-12 10:01:24	28.23	 	 	 	 	
2022-07-12 10:01:25	28.31	 	 	 	 	
2022-07-12 10:01:26	28.27	 	 	 	 	
2022-07-12 10:01:27	28.23	 	 	 	 	
2022-07-12 10:01:28	28.23	 	 	 	 	
2022-07-12 10:01:29	28.23	 	 	 	 	
2022-07-12 10:01:30	28.27	 	 	 	 	
2022-07-12 10:01:31	28.27	 	 	 	 	
2022-07-12 10:01:32	28.27	 	 	 	 	
2022-07-12 10:01:33	28.23	 	 	 	 	
2022-07-12 10:01:34	28.27	 	 	 	 	
2022-07-12 10:01:35	28.27	 	 	 	 	
2022-07-12 10:01:36	28.23	 	 	 	 	
2022-07-12 10:01:37	28.27	 	 	 	 	
2022-07-12 10:01:38	28.27	 	 	 	 	
2022-07-12 10:01:39	28.27	 	 	 	 	
2022-07-12 10:01:40	28.27	 	 	 	 	
2022-07-12 10:01:41	28.23	 	 	 	 	
2022-07-12 10:01:42	28.27	 	 	 	 	
2022-07-12 10:01:43	28.31	 	 	 	 	
2022-07-12 10:01:44	28.31	 	 	 	 	
2022-07-12 10:01:45	28.27	 	 	 	 	
2022-07-12 10:01:46	28.27	 	 	 	 	
2022-07-12 10:01:47	28.27	 	 	 	 	
2022-07-12 10:01:48	28.31	 	 	 	 	
2022-07-12 10:01:49	28.31	 	 	 	 	
2022-07-12 10:01:50	28.27	 	 	 	 	
2022-07-12 10:01:51	28.27	 	 	 	 	
2022-07-12 10:01:52	28.31	 	 	 	 	
2022-07-12 10:01:53	28.27	 	 	 	 	
2022-07-12 10:01:54	28.27	 	 	 	 	
2022-07-12 10:01:55	28.31	 	 	 	 	
2022-07-12 10:01:56	28.31	 	 	 	 	
2022-07-12 10:01:57	28.31	 	 	 	 	
2022-07-12 10:01:58	28.27	 	 	 	 	
2022-07-12 10:01:59	28.31	 	 	 	 	
2022-07-12 10:02:00	28.31	 	 	 	 	
2022-07-12 10:02:01	28.27	 	 	 	 	
2022-07-12 10:02:02	28.31	 	 	 	 	
2022-07-12 10:02:03	28.27	 	 	 	 	
2022-07-12 10:02:04	28.27	 	 	 	 	
2022-07-12 10:02:05	28.35	 	 	 	 	
2022-07-12 10:02:06	28.31	 	 	 	 	
2022-07-12 10:02:07	28.35	 	 	 	 	
2022-07-12 10:02:08	28.31	 	 	 	 	
2022-07-12 10:02:09	28.31	 	 	 	 	
2022-07-12 10:02:10	28.27	 	 	 	 	
2022-07-12 10:02:11	28.31	 	 	 	 	
2022-07-12 10:02:12	28.35	 	 	 	 	
2022-07-12 10:02:13	28.31	 	 	 	 	
2022-07-12 10:02:14	28.31	 	 	 	 	
2022-07-12 10:02:15	28.31	 	 	 	 	
2022-07-12 10:02:16	28.35	 	 	 	 	
2022-07-12 10:02:17	28.35	 	 	 	 	
2022-07-12 10:02:18	28.31	 	 	 	 	
2022-07-12 10:02:19	28.31	 	 	 	 	
2022-07-12 10:02:20	28.31	 	 	 	 	
2022-07-12 10:02:21	28.35	 	 	 	 	
2022-07-12 10:02:22	28.31	 	 	 	 	
2022-07-12 10:02:23	28.35	 	 	 	 	
2022-07-12 10:02:24	28.31	 	 	 	 	
2022-07-12 10:02:25	28.31	 	 	 	 	
2022-07-12 10:02:26	28.31	 	 	 	 	
2022-07-12 10:02:27	28.35	 	 	 	 	
2022-07-12 10:02:28	28.35	 	 	 	 	
2022-07-12 10:02:29	28.35	 	 	 	 	
2022-07-12 10:02:30	28.31	 	 	 	 	
2022-07-12 10:02:31	28.31	 	 	 	 	
2022-07-12 10:02:32	28.35	 	 	 	 	
2022-07-12 10:02:33	28.31	 	 	 	 	
2022-07-12 10:02:34	28.31	 	 	 	 	
2022-07-12 10:02:35	28.31	 	 	 	 	
2022-07-12 10:02:36	28.35	 	 	 	 	
2022-07-12 10:02:37	28.35	 	 	 	 	
2022-07-12 10:02:38	28.31	 	 	 	 	
2022-07-12 10:02:39	28.35	 	 	 	 	
2022-07-12 10:02:40	28.35	 	 	 	 	
2022-07-12 10:02:41	28.40	 	 	 	 	
2022-07-12 10:02:42	28.35	 	 	 	 	
2022-07-12 10:02:43	28.40	 	 	 	 	
2022-07-12 10:02:44	28.35	 	 	 	 	
2022-07-12 10:02:45	28.35	 	 	 	 	
2022-07-12 10:02:46	28.35	 	 	 	 	
2022-07-12 10:02:47	28.40	 	 	 	 	
2022-07-12 10:02:48	28.35	 	 	 	 	
2022-07-12 10:02:49	28.40	 	 	 	 	
2022-07-12 10:02:50	28.40	 	 	 	 	
2022-07-12 10:02:51	28.40	 	 	 	 	
2022-07-12 10:02:52	28.40	 	 	 	 	
2022-07-12 10:02:53	28.35	 	 	 	 	
2022-07-12 10:02:54	28.35	 	 	 	 	
2022-07-12 10:02:55	28.35	 	 	 	 	
2022-07-12 10:02:56	28.35	 	 	 	 	
2022-07-12 10:02:57	28.40	 	 	 	 	
2022-07-12 10:02:58	28.35	 	 	 	 	
2022-07-12 10:02:59	28.35	 	 	 	 	
2022-07-12 10:03:00	28.40	 	 	 	 	
2022-07-12 10:03:01	28.35	 	 	 	 	
2022-07-12 10:03:02	28.40	 	 	 	 	
2022-07-12 10:03:03	28.40	 	 	 	 	
2022-07-12 10:03:04	28.35	 	 	 	 	
2022-07-12 10:03:05	28.40	 	 	 	 	
2022-07-12 10:03:06	28.44	 	 	 	 	
2022-07-12 10:03:07	28.40	 	 	 	 	
2022-07-12 10:03:08	28.40	 	 	 	 	
2022-07-12 10:03:09	28.35	 	 	 	 	
2022-07-12 10:03:10	28.40	 	 	 	 	
2022-07-12 10:03:11	28.44	 	 	 	 	
2022-07-12 10:03:12	28.40	 	 	 	 	
2022-07-12 10:03:13	28.40	 	 	 	 	
2022-07-12 10:03:14	28.40	 	 	 	 	
2022-07-12 10:03:15	28.44	 	 	 	 	
2022-07-12 10:03:16	28.44	 	 	 	 	
2022-07-12 10:03:17	28.40	 	 	 	 	
2022-07-12 10:03:18	28.40	 	 	 	 	
2022-07-12 10:03:19	28.44	 	 	 	 	
2022-07-12 10:03:20	28.44	 	 	 	 	
2022-07-12 10:03:21	28.44	 	 	 	 	
2022-07-12 10:03:22	28.44	 	 	 	 	
2022-07-12 10:03:23	28.44	 	 	 	 	
2022-07-12 10:03:24	28.48	 	 	 	 	
2022-07-12 10:03:25	28.44	 	 	 	 	
2022-07-12 10:03:26	28.44	 	 	 	 	
2022-07-12 10:03:27	28.44	 	 	 	 	
2022-07-12 10:03:28	28.48	 	 	 	 	
2022-07-12 10:03:29	28.44	 	 	 	 	
2022-07-12 10:03:30	28.44	 	 	 	 	
2022-07-12 10:03:31	28.44	 	 	 	 	
2022-07-12 10:03:32	28.48	 	 	 	 	
2022-07-12 10:03:33	28.48	 	 	 	 	
2022-07-12 10:03:34	28.44	 	 	 	 	
2022-07-12 10:03:35	28.48	 	 	 	 	
2022-07-12 10:03:36	28.48	 	 	 	 	
2022-07-12 10:03:37	28.48	 	 	 	 	
2022-07-12 10:03:38	28.48	 	 	 	 	
2022-07-12 10:03:39	28.48	 	 	 	 	
2022-07-12 10:03:40	28.53	 	 	 	 	
2022-07-12 10:03:41	28.48	 	 	 	 	
2022-07-12 10:03:42	28.48	 	 	 	 	
2022-07-12 10:03:43	28.48	 	 	 	 	
2022-07-12 10:03:44	28.48	 	 	 	 	
2022-07-12 10:03:45	28.53	 	 	 	 	
2022-07-12 10:03:46	28.53	 	 	 	 	
2022-07-12 10:03:47	28.48	 	 	 	 	
2022-07-12 10:03:48	28.48	 	 	 	 	
2022-07-12 10:03:49	28.48	 	 	 	 	
2022-07-12 10:03:50	28.48	 	 	 	 	
2022-07-12 10:03:51	28.44	 	 	 	 	
2022-07-12 10:03:52	28.53	 	 	 	 	
2022-07-12 10:03:53	28.48	 	 	 	 	
2022-07-12 10:03:54	28.53	 	 	 	 	
2022-07-12 10:03:55	28.48	 	 	 	 	
2022-07-12 10:03:56	28.48	 	 	 	 	
2022-07-12 10:03:57	28.44	 	 	 	 	
2022-07-12 10:03:58	28.48	 	 	 	 	
2022-07-12 10:03:59	28.53	 	 	 	 	
2022-07-12 10:04:00	28.48	 	 	 	 	
2022-07-12 10:04:01	28.48	 	 	 	 	
2022-07-12 10:04:02	28.48	 	 	 	 	
2022-07-12 10:04:03	28.53	 	 	 	 	
2022-07-12 10:04:04	28.53	 	 	 	 	
2022-07-12 10:04:05	28.48	 	 	 	 	
2022-07-12 10:04:06	28.48	 	 	 	 	
2022-07-12 10:04:07	28.48	 	 	 	 	
2022-07-12 10:04:08	28.53	 	 	 	 	
2022-07-12 10:04:09	28.53	 	 	 	 	
2022-07-12 10:04:10	28.53	 	 	 	 	
2022-07-12 10:04:11	28.57	 	 	 	 	
2022-07-12 10:04:12	28.57	 	 	 	 	
2022-07-12 10:04:13	28.61	 	 	 	 	
2022-07-12 10:04:14	28.65	 	 	 	 	
2022-07-12 10:04:15	28.57	 	 	 	 	
2022-07-12 10:04:16	28.61	 	 	 	 	
2022-07-12 10:04:17	28.57	 	 	 	 	
2022-07-12 10:04:18	28.57	 	 	 	 	
2022-07-12 10:04:19	28.57	 	 	 	 	
2022-07-12 10:04:20	28.57	 	 	 	 	
2022-07-12 10:04:21	28.61	 	 	 	 	
2022-07-12 10:04:22	28.57	 	 	 	 	
2022-07-12 10:04:23	28.57	 	 	 	 	
2022-07-12 10:04:24	28.53	 	 	 	 	
2022-07-12 10:04:25	28.61	 	 	 	 	
