Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*C)	Button Down	Button Up	Host Connect	EOF	
2022-07-12 18:13:40	39.94	 	 	 	 	
2022-07-12 18:13:41	39.94	 	 	 	 	
2022-07-12 18:13:42	39.98	 	 	 	 	
2022-07-12 18:13:43	39.94	 	 	 	 	
2022-07-12 18:13:44	39.98	 	 	 	 	
2022-07-12 18:13:45	39.94	 	 	 	 	
2022-07-12 18:13:46	39.98	 	 	 	 	
2022-07-12 18:13:47	40.02	 	 	 	 	
2022-07-12 18:13:48	39.98	 	 	 	 	
2022-07-12 18:13:49	40.02	 	 	 	 	
2022-07-12 18:13:50	40.02	 	 	 	 	
2022-07-12 18:13:51	40.02	 	 	 	 	
2022-07-12 18:13:52	40.07	 	 	 	 	
2022-07-12 18:13:53	40.02	 	 	 	 	
2022-07-12 18:13:54	40.02	 	 	 	 	
2022-07-12 18:13:55	40.07	 	 	 	 	
2022-07-12 18:13:56	40.07	 	 	 	 	
2022-07-12 18:13:57	40.07	 	 	 	 	
2022-07-12 18:13:58	40.07	 	 	 	 	
2022-07-12 18:13:59	40.07	 	 	 	 	
2022-07-12 18:14:00	40.07	 	 	 	 	
2022-07-12 18:14:01	40.11	 	 	 	 	
2022-07-12 18:14:02	40.15	 	 	 	 	
2022-07-12 18:14:03	40.11	 	 	 	 	
2022-07-12 18:14:04	40.15	 	 	 	 	
2022-07-12 18:14:05	40.15	 	 	 	 	
2022-07-12 18:14:06	40.15	 	 	 	 	
2022-07-12 18:14:07	40.19	 	 	 	 	
2022-07-12 18:14:08	40.19	 	 	 	 	
2022-07-12 18:14:09	40.24	 	 	 	 	
2022-07-12 18:14:10	40.24	 	 	 	 	
2022-07-12 18:14:11	40.28	 	 	 	 	
2022-07-12 18:14:12	40.28	 	 	 	 	
2022-07-12 18:14:13	40.32	 	 	 	 	
2022-07-12 18:14:14	40.32	 	 	 	 	
2022-07-12 18:14:15	40.32	 	 	 	 	
2022-07-12 18:14:16	40.32	 	 	 	 	
2022-07-12 18:14:17	40.32	 	 	 	 	
2022-07-12 18:14:18	40.37	 	 	 	 	
2022-07-12 18:14:19	40.28	 	 	 	 	
2022-07-12 18:14:20	40.37	 	 	 	 	
2022-07-12 18:14:21	40.37	 	 	 	 	
2022-07-12 18:14:22	40.32	 	 	 	 	
2022-07-12 18:14:23	40.37	 	 	 	 	
2022-07-12 18:14:24	40.32	 	 	 	 	
2022-07-12 18:14:25	40.37	 	 	 	 	
2022-07-12 18:14:26	40.32	 	 	 	 	
2022-07-12 18:14:27	40.28	 	 	 	 	
2022-07-12 18:14:28	40.32	 	 	 	 	
2022-07-12 18:14:29	40.32	 	 	 	 	
2022-07-12 18:14:30	40.37	 	 	 	 	
2022-07-12 18:14:31	40.41	 	 	 	 	
2022-07-12 18:14:32	40.37	 	 	 	 	
2022-07-12 18:14:33	40.37	 	 	 	 	
2022-07-12 18:14:34	40.37	 	 	 	 	
2022-07-12 18:14:35	40.37	 	 	 	 	
2022-07-12 18:14:36	40.41	 	 	 	 	
2022-07-12 18:14:37	40.41	 	 	 	 	
2022-07-12 18:14:38	40.41	 	 	 	 	
2022-07-12 18:14:39	40.41	 	 	 	 	
2022-07-12 18:14:40	40.41	 	 	 	 	
2022-07-12 18:14:41	40.41	 	 	 	 	
2022-07-12 18:14:42	40.50	 	 	 	 	
2022-07-12 18:14:43	40.50	 	 	 	 	
2022-07-12 18:14:44	40.54	 	 	 	 	
2022-07-12 18:14:45	40.58	 	 	 	 	
2022-07-12 18:14:46	40.62	 	 	 	 	
2022-07-12 18:14:47	40.62	 	 	 	 	
2022-07-12 18:14:48	40.62	 	 	 	 	
2022-07-12 18:14:49	40.62	 	 	 	 	
2022-07-12 18:14:50	40.67	 	 	 	 	
2022-07-12 18:14:51	40.67	 	 	 	 	
2022-07-12 18:14:52	40.71	 	 	 	 	
