Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*F)	Button Down	Button Up	Host Connect	EOF	
2022-07-06 12:43:37	91.92	 	 	 	 	
2022-07-06 12:43:38	91.92	 	 	 	 	
2022-07-06 12:43:39	91.92	 	 	 	 	
2022-07-06 12:43:40	91.84	 	 	 	 	
2022-07-06 12:43:41	91.92	 	 	 	 	
2022-07-06 12:43:42	91.92	 	 	 	 	
2022-07-06 12:43:43	91.92	 	 	 	 	
2022-07-06 12:43:44	91.92	 	 	 	 	
2022-07-06 12:43:45	92.00	 	 	 	 	
2022-07-06 12:43:46	91.92	 	 	 	 	
2022-07-06 12:43:47	91.92	 	 	 	 	
2022-07-06 12:43:48	91.92	 	 	 	 	
2022-07-06 12:43:49	91.92	 	 	 	 	
2022-07-06 12:43:50	91.92	 	 	 	 	
2022-07-06 12:43:51	92.00	 	 	 	 	
2022-07-06 12:43:52	91.92	 	 	 	 	
2022-07-06 12:43:53	91.92	 	 	 	 	
2022-07-06 12:43:54	92.07	 	 	 	 	
2022-07-06 12:43:55	92.00	 	 	 	 	
2022-07-06 12:43:56	92.00	 	 	 	 	
2022-07-06 12:43:57	91.92	 	 	 	 	
2022-07-06 12:43:58	92.07	 	 	 	 	
2022-07-06 12:43:59	92.00	 	 	 	 	
2022-07-06 12:44:00	92.00	 	 	 	 	
2022-07-06 12:44:01	92.00	 	 	 	 	
2022-07-06 12:44:02	91.92	 	 	 	 	
2022-07-06 12:44:03	91.92	 	 	 	 	
2022-07-06 12:44:04	92.00	 	 	 	 	
2022-07-06 12:44:05	91.92	 	 	 	 	
2022-07-06 12:44:06	91.92	 	 	 	 	
2022-07-06 12:44:07	91.92	 	 	 	 	
2022-07-06 12:44:08	92.00	 	 	 	 	
2022-07-06 12:44:09	91.92	 	 	 	 	
2022-07-06 12:44:10	91.92	 	 	 	 	
2022-07-06 12:44:11	91.92	 	 	 	 	
2022-07-06 12:44:12	92.00	 	 	 	 	
2022-07-06 12:44:13	91.92	 	 	 	 	
2022-07-06 12:44:14	92.00	 	 	 	 	
2022-07-06 12:44:15	92.00	 	 	 	 	
2022-07-06 12:44:16	91.92	 	 	 	 	
2022-07-06 12:44:17	92.00	 	 	 	 	
2022-07-06 12:44:18	91.84	 	 	 	 	
2022-07-06 12:44:19	91.92	 	 	 	 	
2022-07-06 12:44:20	91.92	 	 	 	 	
2022-07-06 12:44:21	91.92	 	 	 	 	
2022-07-06 12:44:22	91.92	 	 	 	 	
2022-07-06 12:44:23	91.92	 	 	 	 	
2022-07-06 12:44:24	91.92	 	 	 	 	
2022-07-06 12:44:25	91.92	 	 	 	 	
2022-07-06 12:44:26	91.92	 	 	 	 	
2022-07-06 12:44:27	91.92	 	 	 	 	
2022-07-06 12:44:28	92.07	 	 	 	 	
2022-07-06 12:44:29	91.92	 	 	 	 	
2022-07-06 12:44:30	92.00	 	 	 	 	
2022-07-06 12:44:31	91.92	 	 	 	 	
2022-07-06 12:44:32	91.92	 	 	 	 	
2022-07-06 12:44:33	91.92	 	 	 	 	
2022-07-06 12:44:34	92.00	 	 	 	 	
2022-07-06 12:44:35	91.92	 	 	 	 	
2022-07-06 12:44:36	92.00	 	 	 	 	
2022-07-06 12:44:37	91.92	 	 	 	 	
2022-07-06 12:44:38	92.00	 	 	 	 	
2022-07-06 12:44:39	92.07	 	 	 	 	
2022-07-06 12:44:40	92.00	 	 	 	 	
2022-07-06 12:44:41	92.00	 	 	 	 	
2022-07-06 12:44:42	92.00	 	 	 	 	
2022-07-06 12:44:43	91.92	 	 	 	 	
2022-07-06 12:44:44	92.00	 	 	 	 	
2022-07-06 12:44:45	92.00	 	 	 	 	
2022-07-06 12:44:46	92.07	 	 	 	 	
2022-07-06 12:44:47	92.07	 	 	 	 	
2022-07-06 12:44:48	92.07	 	 	 	 	
2022-07-06 12:44:49	92.07	 	 	 	 	
2022-07-06 12:44:50	92.07	 	 	 	 	
2022-07-06 12:44:51	92.07	 	 	 	 	
2022-07-06 12:44:52	92.07	 	 	 	 	
2022-07-06 12:44:53	92.07	 	 	 	 	
2022-07-06 12:44:54	92.07	 	 	 	 	
2022-07-06 12:44:55	92.15	 	 	 	 	
2022-07-06 12:44:56	92.07	 	 	 	 	
2022-07-06 12:44:57	92.15	 	 	 	 	
2022-07-06 12:44:58	92.07	 	 	 	 	
2022-07-06 12:44:59	92.15	 	 	 	 	
2022-07-06 12:45:00	92.15	 	 	 	 	
2022-07-06 12:45:01	92.15	 	 	 	 	
2022-07-06 12:45:02	92.07	 	 	 	 	
2022-07-06 12:45:03	92.23	 	 	 	 	
2022-07-06 12:45:04	92.15	 	 	 	 	
2022-07-06 12:45:05	92.15	 	 	 	 	
2022-07-06 12:45:06	92.15	 	 	 	 	
2022-07-06 12:45:07	92.23	 	 	 	 	
2022-07-06 12:45:08	92.15	 	 	 	 	
2022-07-06 12:45:09	92.15	 	 	 	 	
2022-07-06 12:45:10	92.15	 	 	 	 	
2022-07-06 12:45:11	92.15	 	 	 	 	
2022-07-06 12:45:12	92.30	 	 	 	 	
2022-07-06 12:45:13	92.23	 	 	 	 	
2022-07-06 12:45:14	92.23	 	 	 	 	
2022-07-06 12:45:15	92.23	 	 	 	 	
2022-07-06 12:45:16	92.23	 	 	 	 	
2022-07-06 12:45:17	92.23	 	 	 	 	
2022-07-06 12:45:18	92.23	 	 	 	 	
2022-07-06 12:45:19	92.23	 	 	 	 	
2022-07-06 12:45:20	92.30	 	 	 	 	
2022-07-06 12:45:21	92.23	 	 	 	 	
2022-07-06 12:45:22	92.23	 	 	 	 	
2022-07-06 12:45:23	92.23	 	 	 	 	
2022-07-06 12:45:24	92.30	 	 	 	 	
2022-07-06 12:45:25	92.30	 	 	 	 	
2022-07-06 12:45:26	92.23	 	 	 	 	
2022-07-06 12:45:27	92.38	 	 	 	 	
2022-07-06 12:45:28	92.30	 	 	 	 	
2022-07-06 12:45:29	92.30	 	 	 	 	
2022-07-06 12:45:30	92.38	 	 	 	 	
2022-07-06 12:45:31	92.38	 	 	 	 	
2022-07-06 12:45:32	92.38	 	 	 	 	
2022-07-06 12:45:33	92.30	 	 	 	 	
2022-07-06 12:45:34	92.30	 	 	 	 	
2022-07-06 12:45:35	92.38	 	 	 	 	
2022-07-06 12:45:36	92.38	 	 	 	 	
2022-07-06 12:45:37	92.30	 	 	 	 	
2022-07-06 12:45:38	92.46	 	 	 	 	
2022-07-06 12:45:39	92.30	 	 	 	 	
2022-07-06 12:45:40	92.38	 	 	 	 	
2022-07-06 12:45:41	92.38	 	 	 	 	
2022-07-06 12:45:42	92.38	 	 	 	 	
2022-07-06 12:45:43	92.38	 	 	 	 	
2022-07-06 12:45:44	92.38	 	 	 	 	
2022-07-06 12:45:45	92.38	 	 	 	 	
2022-07-06 12:45:46	92.38	 	 	 	 	
2022-07-06 12:45:47	92.30	 	 	 	 	
2022-07-06 12:45:48	92.38	 	 	 	 	
2022-07-06 12:45:49	92.46	 	 	 	 	
2022-07-06 12:45:50	92.38	 	 	 	 	
2022-07-06 12:45:51	92.46	 	 	 	 	
2022-07-06 12:45:52	92.46	 	 	 	 	
2022-07-06 12:45:53	92.38	 	 	 	 	
2022-07-06 12:45:54	92.46	 	 	 	 	
2022-07-06 12:45:55	92.46	 	 	 	 	
2022-07-06 12:45:56	92.46	 	 	 	 	
2022-07-06 12:45:57	92.46	 	 	 	 	
2022-07-06 12:45:58	92.38	 	 	 	 	
2022-07-06 12:45:59	92.38	 	 	 	 	
2022-07-06 12:46:00	92.30	 	 	 	 	
2022-07-06 12:46:01	92.46	 	 	 	 	
2022-07-06 12:46:02	92.38	 	 	 	 	
2022-07-06 12:46:03	92.46	 	 	 	 	
2022-07-06 12:46:04	92.46	 	 	 	 	
2022-07-06 12:46:05	92.54	 	 	 	 	
2022-07-06 12:46:06	92.54	 	 	 	 	
2022-07-06 12:46:07	92.61	 	 	 	 	
2022-07-06 12:46:08	92.54	 	 	 	 	
2022-07-06 12:46:09	92.61	 	 	 	 	
2022-07-06 12:46:10	92.54	 	 	 	 	
2022-07-06 12:46:11	92.61	 	 	 	 	
2022-07-06 12:46:12	92.69	 	 	 	 	
2022-07-06 12:46:13	92.69	 	 	 	 	
2022-07-06 12:46:14	92.69	 	 	 	 	
2022-07-06 12:46:15	92.69	 	 	 	 	
2022-07-06 12:46:16	92.77	 	 	 	 	
2022-07-06 12:46:17	92.77	 	 	 	 	
2022-07-06 12:46:18	92.84	 	 	 	 	
2022-07-06 12:46:19	92.69	 	 	 	 	
2022-07-06 12:46:20	92.84	 	 	 	 	
2022-07-06 12:46:21	92.84	 	 	 	 	
2022-07-06 12:46:22	92.92	 	 	 	 	
2022-07-06 12:46:23	92.92	 	 	 	 	
2022-07-06 12:46:24	92.92	 	 	 	 	
2022-07-06 12:46:25	93.08	 	 	 	 	
2022-07-06 12:46:26	93.00	 	 	 	 	
2022-07-06 12:46:27	93.08	 	 	 	 	
2022-07-06 12:46:28	93.08	 	 	 	 	
2022-07-06 12:46:29	93.15	 	 	 	 	
2022-07-06 12:46:30	93.15	 	 	 	 	
2022-07-06 12:46:31	93.15	 	 	 	 	
2022-07-06 12:46:32	93.23	 	 	 	 	
2022-07-06 12:46:33	93.23	 	 	 	 	
2022-07-06 12:46:34	93.31	 	 	 	 	
2022-07-06 12:46:35	93.31	 	 	 	 	
2022-07-06 12:46:36	93.39	 	 	 	 	
2022-07-06 12:46:37	93.31	 	 	 	 	
2022-07-06 12:46:38	93.39	 	 	 	 	
2022-07-06 12:46:39	93.46	 	 	 	 	
2022-07-06 12:46:40	93.39	 	 	 	 	
2022-07-06 12:46:41	93.46	 	 	 	 	
2022-07-06 12:46:42	93.46	 	 	 	 	
2022-07-06 12:46:43	93.46	 	 	 	 	
