Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*F)	Button Down	Button Up	Host Connect	EOF	
2022-07-06 16:03:44	94.16	 	 	 	 	
2022-07-06 16:03:45	94.23	 	 	 	 	
2022-07-06 16:03:46	94.23	 	 	 	 	
2022-07-06 16:03:47	94.31	 	 	 	 	
2022-07-06 16:03:48	94.23	 	 	 	 	
2022-07-06 16:03:49	94.23	 	 	 	 	
2022-07-06 16:03:50	94.23	 	 	 	 	
2022-07-06 16:03:51	94.16	 	 	 	 	
2022-07-06 16:03:52	94.16	 	 	 	 	
2022-07-06 16:03:53	94.23	 	 	 	 	
2022-07-06 16:03:54	94.23	 	 	 	 	
2022-07-06 16:03:55	94.16	 	 	 	 	
2022-07-06 16:03:56	94.23	 	 	 	 	
2022-07-06 16:03:57	94.23	 	 	 	 	
2022-07-06 16:03:58	94.23	 	 	 	 	
2022-07-06 16:03:59	94.16	 	 	 	 	
2022-07-06 16:04:00	94.16	 	 	 	 	
2022-07-06 16:04:01	94.08	 	 	 	 	
2022-07-06 16:04:02	94.16	 	 	 	 	
2022-07-06 16:04:03	94.16	 	 	 	 	
2022-07-06 16:04:04	94.08	 	 	 	 	
2022-07-06 16:04:05	94.16	 	 	 	 	
2022-07-06 16:04:06	94.08	 	 	 	 	
2022-07-06 16:04:07	94.08	 	 	 	 	
2022-07-06 16:04:08	94.16	 	 	 	 	
2022-07-06 16:04:09	94.08	 	 	 	 	
2022-07-06 16:04:10	94.08	 	 	 	 	
2022-07-06 16:04:11	94.00	 	 	 	 	
2022-07-06 16:04:12	94.08	 	 	 	 	
2022-07-06 16:04:13	94.00	 	 	 	 	
2022-07-06 16:04:14	94.08	 	 	 	 	
2022-07-06 16:04:15	94.08	 	 	 	 	
2022-07-06 16:04:16	94.08	 	 	 	 	
2022-07-06 16:04:17	94.08	 	 	 	 	
2022-07-06 16:04:18	94.00	 	 	 	 	
2022-07-06 16:04:19	94.08	 	 	 	 	
2022-07-06 16:04:20	94.08	 	 	 	 	
2022-07-06 16:04:21	94.00	 	 	 	 	
2022-07-06 16:04:22	94.08	 	 	 	 	
2022-07-06 16:04:23	94.08	 	 	 	 	
2022-07-06 16:04:24	94.16	 	 	 	 	
2022-07-06 16:04:25	94.08	 	 	 	 	
2022-07-06 16:04:26	94.16	 	 	 	 	
2022-07-06 16:04:27	94.08	 	 	 	 	
2022-07-06 16:04:28	94.08	 	 	 	 	
2022-07-06 16:04:29	94.16	 	 	 	 	
2022-07-06 16:04:30	94.08	 	 	 	 	
2022-07-06 16:04:31	94.08	 	 	 	 	
2022-07-06 16:04:32	94.08	 	 	 	 	
2022-07-06 16:04:33	94.16	 	 	 	 	
2022-07-06 16:04:34	94.08	 	 	 	 	
2022-07-06 16:04:35	94.16	 	 	 	 	
2022-07-06 16:04:36	94.16	 	 	 	 	
2022-07-06 16:04:37	94.16	 	 	 	 	
2022-07-06 16:04:38	94.16	 	 	 	 	
2022-07-06 16:04:39	94.16	 	 	 	 	
2022-07-06 16:04:40	94.23	 	 	 	 	
2022-07-06 16:04:41	94.23	 	 	 	 	
2022-07-06 16:04:42	94.16	 	 	 	 	
2022-07-06 16:04:43	94.23	 	 	 	 	
2022-07-06 16:04:44	94.23	 	 	 	 	
2022-07-06 16:04:45	94.16	 	 	 	 	
2022-07-06 16:04:46	94.23	 	 	 	 	
2022-07-06 16:04:47	94.23	 	 	 	 	
2022-07-06 16:04:48	94.16	 	 	 	 	
2022-07-06 16:04:49	94.23	 	 	 	 	
2022-07-06 16:04:50	94.23	 	 	 	 	
2022-07-06 16:04:51	94.23	 	 	 	 	
2022-07-06 16:04:52	94.31	 	 	 	 	
2022-07-06 16:04:53	94.23	 	 	 	 	
2022-07-06 16:04:54	94.23	 	 	 	 	
2022-07-06 16:04:55	94.23	 	 	 	 	
2022-07-06 16:04:56	94.31	 	 	 	 	
2022-07-06 16:04:57	94.31	 	 	 	 	
2022-07-06 16:04:58	94.31	 	 	 	 	
2022-07-06 16:04:59	94.31	 	 	 	 	
2022-07-06 16:05:00	94.39	 	 	 	 	
2022-07-06 16:05:01	94.31	 	 	 	 	
2022-07-06 16:05:02	94.31	 	 	 	 	
2022-07-06 16:05:03	94.31	 	 	 	 	
2022-07-06 16:05:04	94.39	 	 	 	 	
2022-07-06 16:05:05	94.31	 	 	 	 	
2022-07-06 16:05:06	94.31	 	 	 	 	
2022-07-06 16:05:07	94.39	 	 	 	 	
2022-07-06 16:05:08	94.47	 	 	 	 	
2022-07-06 16:05:09	94.39	 	 	 	 	
2022-07-06 16:05:10	94.39	 	 	 	 	
2022-07-06 16:05:11	94.47	 	 	 	 	
2022-07-06 16:05:12	94.39	 	 	 	 	
2022-07-06 16:05:13	94.39	 	 	 	 	
2022-07-06 16:05:14	94.39	 	 	 	 	
2022-07-06 16:05:15	94.47	 	 	 	 	
2022-07-06 16:05:16	94.47	 	 	 	 	
2022-07-06 16:05:17	94.47	 	 	 	 	
2022-07-06 16:05:18	94.47	 	 	 	 	
2022-07-06 16:05:19	94.47	 	 	 	 	
2022-07-06 16:05:20	94.47	 	 	 	 	
2022-07-06 16:05:21	94.62	 	 	 	 	
2022-07-06 16:05:22	94.62	 	 	 	 	
2022-07-06 16:05:23	94.54	 	 	 	 	
2022-07-06 16:05:24	94.54	 	 	 	 	
2022-07-06 16:05:25	94.47	 	 	 	 	
2022-07-06 16:05:26	94.47	 	 	 	 	
2022-07-06 16:05:27	94.62	 	 	 	 	
2022-07-06 16:05:28	94.62	 	 	 	 	
2022-07-06 16:05:29	94.54	 	 	 	 	
2022-07-06 16:05:30	94.62	 	 	 	 	
2022-07-06 16:05:31	94.62	 	 	 	 	
2022-07-06 16:05:32	94.62	 	 	 	 	
2022-07-06 16:05:33	94.62	 	 	 	 	
2022-07-06 16:05:34	94.62	 	 	 	 	
2022-07-06 16:05:35	94.62	 	 	 	 	
2022-07-06 16:05:36	94.70	 	 	 	 	
2022-07-06 16:05:37	94.70	 	 	 	 	
2022-07-06 16:05:38	94.62	 	 	 	 	
2022-07-06 16:05:39	94.62	 	 	 	 	
2022-07-06 16:05:40	94.70	 	 	 	 	
2022-07-06 16:05:41	94.78	 	 	 	 	
2022-07-06 16:05:42	94.78	 	 	 	 	
2022-07-06 16:05:43	94.70	 	 	 	 	
2022-07-06 16:05:44	94.70	 	 	 	 	
2022-07-06 16:05:45	94.70	 	 	 	 	
2022-07-06 16:05:46	94.62	 	 	 	 	
2022-07-06 16:05:47	94.70	 	 	 	 	
2022-07-06 16:05:48	94.78	 	 	 	 	
2022-07-06 16:05:49	94.78	 	 	 	 	
2022-07-06 16:05:50	94.78	 	 	 	 	
2022-07-06 16:05:51	94.78	 	 	 	 	
2022-07-06 16:05:52	94.70	 	 	 	 	
2022-07-06 16:05:53	94.78	 	 	 	 	
2022-07-06 16:05:54	94.85	 	 	 	 	
2022-07-06 16:05:55	94.78	 	 	 	 	
2022-07-06 16:05:56	94.78	 	 	 	 	
2022-07-06 16:05:57	94.78	 	 	 	 	
2022-07-06 16:05:58	94.78	 	 	 	 	
2022-07-06 16:05:59	94.85	 	 	 	 	
2022-07-06 16:06:00	94.85	 	 	 	 	
2022-07-06 16:06:01	94.85	 	 	 	 	
2022-07-06 16:06:02	94.85	 	 	 	 	
2022-07-06 16:06:03	94.85	 	 	 	 	
2022-07-06 16:06:04	94.85	 	 	 	 	
2022-07-06 16:06:05	94.93	 	 	 	 	
2022-07-06 16:06:06	94.85	 	 	 	 	
2022-07-06 16:06:07	94.93	 	 	 	 	
2022-07-06 16:06:08	94.93	 	 	 	 	
2022-07-06 16:06:09	94.93	 	 	 	 	
2022-07-06 16:06:10	94.85	 	 	 	 	
2022-07-06 16:06:11	94.85	 	 	 	 	
2022-07-06 16:06:12	94.93	 	 	 	 	
2022-07-06 16:06:13	94.93	 	 	 	 	
2022-07-06 16:06:14	95.01	 	 	 	 	
2022-07-06 16:06:15	94.93	 	 	 	 	
2022-07-06 16:06:16	94.93	 	 	 	 	
2022-07-06 16:06:17	94.93	 	 	 	 	
2022-07-06 16:06:18	94.93	 	 	 	 	
2022-07-06 16:06:19	95.01	 	 	 	 	
2022-07-06 16:06:20	94.93	 	 	 	 	
2022-07-06 16:06:21	94.93	 	 	 	 	
