Serial Number:	20725838 --

Date Time, GMT -0400	Temp, (*F)	Button Down	Button Up	Host Connect	EOF	
2022-07-06 10:07:06	85.90	 	 	 	 	
2022-07-06 10:07:07	85.90	 	 	 	 	
2022-07-06 10:07:08	85.90	 	 	 	 	
2022-07-06 10:07:09	85.90	 	 	 	 	
2022-07-06 10:07:10	85.90	 	 	 	 	
2022-07-06 10:07:11	85.97	 	 	 	 	
2022-07-06 10:07:12	85.97	 	 	 	 	
2022-07-06 10:07:13	85.97	 	 	 	 	
2022-07-06 10:07:14	85.97	 	 	 	 	
2022-07-06 10:07:15	85.90	 	 	 	 	
2022-07-06 10:07:16	85.97	 	 	 	 	
2022-07-06 10:07:17	85.90	 	 	 	 	
2022-07-06 10:07:18	85.97	 	 	 	 	
2022-07-06 10:07:19	86.05	 	 	 	 	
2022-07-06 10:07:20	85.97	 	 	 	 	
2022-07-06 10:07:21	86.05	 	 	 	 	
2022-07-06 10:07:22	85.97	 	 	 	 	
2022-07-06 10:07:23	85.97	 	 	 	 	
2022-07-06 10:07:24	85.97	 	 	 	 	
2022-07-06 10:07:25	86.05	 	 	 	 	
2022-07-06 10:07:26	85.97	 	 	 	 	
2022-07-06 10:07:27	86.05	 	 	 	 	
2022-07-06 10:07:28	85.97	 	 	 	 	
2022-07-06 10:07:29	86.05	 	 	 	 	
2022-07-06 10:07:30	86.05	 	 	 	 	
2022-07-06 10:07:31	86.05	 	 	 	 	
2022-07-06 10:07:32	86.05	 	 	 	 	
2022-07-06 10:07:33	86.05	 	 	 	 	
2022-07-06 10:07:34	86.05	 	 	 	 	
2022-07-06 10:07:35	86.05	 	 	 	 	
2022-07-06 10:07:36	86.05	 	 	 	 	
2022-07-06 10:07:37	86.05	 	 	 	 	
2022-07-06 10:07:38	86.05	 	 	 	 	
2022-07-06 10:07:39	86.05	 	 	 	 	
2022-07-06 10:07:40	86.13	 	 	 	 	
2022-07-06 10:07:41	86.05	 	 	 	 	
2022-07-06 10:07:42	86.13	 	 	 	 	
2022-07-06 10:07:43	86.05	 	 	 	 	
2022-07-06 10:07:44	86.05	 	 	 	 	
2022-07-06 10:07:45	86.05	 	 	 	 	
2022-07-06 10:07:46	86.05	 	 	 	 	
2022-07-06 10:07:47	86.05	 	 	 	 	
2022-07-06 10:07:48	86.13	 	 	 	 	
2022-07-06 10:07:49	86.13	 	 	 	 	
2022-07-06 10:07:50	86.05	 	 	 	 	
2022-07-06 10:07:51	86.05	 	 	 	 	
2022-07-06 10:07:52	86.05	 	 	 	 	
2022-07-06 10:07:53	86.13	 	 	 	 	
2022-07-06 10:07:54	85.97	 	 	 	 	
2022-07-06 10:07:55	86.05	 	 	 	 	
2022-07-06 10:07:56	86.13	 	 	 	 	
2022-07-06 10:07:57	86.13	 	 	 	 	
2022-07-06 10:07:58	86.13	 	 	 	 	
2022-07-06 10:07:59	86.05	 	 	 	 	
2022-07-06 10:08:00	86.05	 	 	 	 	
2022-07-06 10:08:01	86.13	 	 	 	 	
2022-07-06 10:08:02	86.05	 	 	 	 	
2022-07-06 10:08:03	86.05	 	 	 	 	
2022-07-06 10:08:04	86.13	 	 	 	 	
2022-07-06 10:08:05	86.05	 	 	 	 	
2022-07-06 10:08:06	86.13	 	 	 	 	
2022-07-06 10:08:07	86.05	 	 	 	 	
2022-07-06 10:08:08	86.05	 	 	 	 	
2022-07-06 10:08:09	86.13	 	 	 	 	
2022-07-06 10:08:10	86.05	 	 	 	 	
2022-07-06 10:08:11	86.05	 	 	 	 	
2022-07-06 10:08:12	86.05	 	 	 	 	
2022-07-06 10:08:13	86.13	 	 	 	 	
2022-07-06 10:08:14	86.13	 	 	 	 	
2022-07-06 10:08:15	86.13	 	 	 	 	
2022-07-06 10:08:16	86.13	 	 	 	 	
2022-07-06 10:08:17	86.13	 	 	 	 	
2022-07-06 10:08:18	86.05	 	 	 	 	
2022-07-06 10:08:19	86.05	 	 	 	 	
2022-07-06 10:08:20	86.13	 	 	 	 	
2022-07-06 10:08:21	86.13	 	 	 	 	
2022-07-06 10:08:22	86.13	 	 	 	 	
2022-07-06 10:08:23	86.13	 	 	 	 	
2022-07-06 10:08:24	86.13	 	 	 	 	
2022-07-06 10:08:25	86.13	 	 	 	 	
2022-07-06 10:08:26	86.13	 	 	 	 	
2022-07-06 10:08:27	86.13	 	 	 	 	
2022-07-06 10:08:28	86.13	 	 	 	 	
2022-07-06 10:08:29	86.13	 	 	 	 	
2022-07-06 10:08:30	86.13	 	 	 	 	
2022-07-06 10:08:31	86.13	 	 	 	 	
2022-07-06 10:08:32	86.20	 	 	 	 	
2022-07-06 10:08:33	86.20	 	 	 	 	
2022-07-06 10:08:34	86.13	 	 	 	 	
2022-07-06 10:08:35	86.13	 	 	 	 	
2022-07-06 10:08:36	86.13	 	 	 	 	
2022-07-06 10:08:37	86.13	 	 	 	 	
2022-07-06 10:08:38	86.20	 	 	 	 	
2022-07-06 10:08:39	86.13	 	 	 	 	
2022-07-06 10:08:40	86.13	 	 	 	 	
2022-07-06 10:08:41	86.13	 	 	 	 	
2022-07-06 10:08:42	86.20	 	 	 	 	
2022-07-06 10:08:43	86.13	 	 	 	 	
2022-07-06 10:08:44	86.20	 	 	 	 	
2022-07-06 10:08:45	86.13	 	 	 	 	
2022-07-06 10:08:46	86.13	 	 	 	 	
2022-07-06 10:08:47	86.13	 	 	 	 	
2022-07-06 10:08:48	86.13	 	 	 	 	
2022-07-06 10:08:49	86.20	 	 	 	 	
2022-07-06 10:08:50	86.20	 	 	 	 	
2022-07-06 10:08:51	86.13	 	 	 	 	
2022-07-06 10:08:52	86.05	 	 	 	 	
2022-07-06 10:08:53	86.13	 	 	 	 	
2022-07-06 10:08:54	86.13	 	 	 	 	
2022-07-06 10:08:55	86.13	 	 	 	 	
2022-07-06 10:08:56	86.13	 	 	 	 	
2022-07-06 10:08:57	86.20	 	 	 	 	
2022-07-06 10:08:58	86.13	 	 	 	 	
2022-07-06 10:08:59	86.13	 	 	 	 	
2022-07-06 10:09:00	86.13	 	 	 	 	
2022-07-06 10:09:01	86.13	 	 	 	 	
2022-07-06 10:09:02	86.13	 	 	 	 	
2022-07-06 10:09:03	86.13	 	 	 	 	
2022-07-06 10:09:04	86.13	 	 	 	 	
2022-07-06 10:09:05	86.20	 	 	 	 	
2022-07-06 10:09:06	86.13	 	 	 	 	
2022-07-06 10:09:07	86.13	 	 	 	 	
2022-07-06 10:09:08	86.20	 	 	 	 	
2022-07-06 10:09:09	86.13	 	 	 	 	
2022-07-06 10:09:10	86.13	 	 	 	 	
2022-07-06 10:09:11	86.20	 	 	 	 	
2022-07-06 10:09:12	86.13	 	 	 	 	
2022-07-06 10:09:13	86.20	 	 	 	 	
2022-07-06 10:09:14	86.20	 	 	 	 	
2022-07-06 10:09:15	86.20	 	 	 	 	
2022-07-06 10:09:16	86.13	 	 	 	 	
2022-07-06 10:09:17	86.20	 	 	 	 	
2022-07-06 10:09:18	86.05	 	 	 	 	
2022-07-06 10:09:19	86.13	 	 	 	 	
2022-07-06 10:09:20	86.13	 	 	 	 	
2022-07-06 10:09:21	86.20	 	 	 	 	
2022-07-06 10:09:22	86.20	 	 	 	 	
2022-07-06 10:09:23	86.20	 	 	 	 	
2022-07-06 10:09:24	86.20	 	 	 	 	
2022-07-06 10:09:25	86.20	 	 	 	 	
2022-07-06 10:09:26	86.20	 	 	 	 	
2022-07-06 10:09:27	86.13	 	 	 	 	
2022-07-06 10:09:28	86.20	 	 	 	 	
2022-07-06 10:09:29	86.20	 	 	 	 	
2022-07-06 10:09:30	86.20	 	 	 	 	
